# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# Baseline: O(e^2) non-log + O(e^2) log summed into col 2;
# O(e^3) in col 3. Loader sums col 2 + col 3.
# T (MeV)           d^2P_int/dT^2 (e^2+e^3) [MeV^2] p^(2)   p^(3)
2.142300E-02        -1.348279E-13        +2.373329E-17
2.140375E-02        -1.320055E-13        +2.302460E-17
2.138453E-02        -1.292350E-13        +2.233721E-17
2.136532E-02        -1.265151E-13        +2.166938E-17
2.134612E-02        -1.238541E-13        +2.102031E-17
2.132695E-02        -1.212533E-13        +2.039067E-17
2.130779E-02        -1.187014E-13        +1.977945E-17
2.128865E-02        -1.162000E-13        +1.918549E-17
2.126953E-02        -1.137488E-13        +1.860943E-17
2.125042E-02        -1.113468E-13        +1.805000E-17
2.123133E-02        -1.089934E-13        +1.750665E-17
2.121226E-02        -1.066837E-13        +1.697937E-17
2.119320E-02        -1.044299E-13        +1.646757E-17
2.117416E-02        -1.022164E-13        +1.597002E-17
2.115514E-02        -1.000445E-13        +1.548754E-17
2.113614E-02        -9.792043E-14        +1.501979E-17
2.111715E-02        -9.584009E-14        +1.456504E-17
2.109818E-02        -9.380191E-14        +1.412403E-17
2.107923E-02        -9.180503E-14        +1.369541E-17
2.106029E-02        -8.984842E-14        +1.328014E-17
2.104137E-02        -8.793262E-14        +1.287626E-17
2.102247E-02        -8.605545E-14        +1.248512E-17
2.100359E-02        -8.421806E-14        +1.210503E-17
2.098472E-02        -8.241699E-14        +1.173597E-17
2.096587E-02        -8.065321E-14        +1.137864E-17
2.094703E-02        -7.892546E-14        +1.103117E-17
2.092822E-02        -7.723389E-14        +1.069395E-17
2.090942E-02        -7.557653E-14        +1.036660E-17
2.089063E-02        -7.395257E-14        +1.004914E-17
2.087187E-02        -7.236356E-14        +9.741795E-18
2.085312E-02        -7.080664E-14        +9.443133E-18
2.083439E-02        -6.928130E-14        +9.153302E-18
2.081567E-02        -6.778808E-14        +8.872033E-18
2.079697E-02        -6.632595E-14        +8.599248E-18
2.077829E-02        -6.489391E-14        +8.334591E-18
2.075962E-02        -6.349050E-14        +8.077774E-18
2.074097E-02        -6.211718E-14        +7.828602E-18
2.072234E-02        -6.077277E-14        +7.587023E-18
2.070373E-02        -5.945574E-14        +7.352733E-18
2.068513E-02        -5.816607E-14        +7.125341E-18
2.066655E-02        -5.690345E-14        +6.904839E-18
2.064798E-02        -5.566655E-14        +6.690843E-18
2.062943E-02        -5.445639E-14        +6.483353E-18
2.061090E-02        -5.327076E-14        +6.282151E-18
2.059239E-02        -5.211101E-14        +6.086982E-18
2.057389E-02        -5.097468E-14        +5.897693E-18
2.055541E-02        -4.986171E-14        +5.714122E-18
2.053694E-02        -4.877218E-14        +5.536069E-18
2.051849E-02        -4.770586E-14        +5.363486E-18
2.050006E-02        -4.666241E-14        +5.196050E-18
2.048164E-02        -4.563975E-14        +5.033706E-18
2.046325E-02        -4.463966E-14        +4.876361E-18
2.044486E-02        -4.365968E-14        +4.723660E-18
2.042650E-02        -4.270125E-14        +4.575737E-18
2.040815E-02        -4.176247E-14        +4.432244E-18
2.038981E-02        -4.084337E-14        +4.293071E-18
2.037150E-02        -3.994462E-14        +4.158198E-18
2.035320E-02        -3.906370E-14        +4.027444E-18
2.033491E-02        -3.820148E-14        +3.900629E-18
2.031665E-02        -3.735857E-14        +3.777791E-18
2.029840E-02        -3.653268E-14        +3.658692E-18
2.028016E-02        -3.572503E-14        +3.543220E-18
2.026194E-02        -3.493369E-14        +3.431256E-18
2.024374E-02        -3.415951E-14        +3.322714E-18
2.022556E-02        -3.340232E-14        +3.217575E-18
2.020739E-02        -3.266086E-14        +3.115667E-18
2.018924E-02        -3.193538E-14        +3.016879E-18
2.017110E-02        -3.122482E-14        +2.921125E-18
2.015298E-02        -3.053008E-14        +2.828290E-18
2.013488E-02        -2.984963E-14        +2.738357E-18
2.011679E-02        -2.918395E-14        +2.651177E-18
2.009872E-02        -2.853309E-14        +2.566715E-18
2.008066E-02        -2.789516E-14        +2.484892E-18
2.006262E-02        -2.727137E-14        +2.405571E-18
2.004460E-02        -2.666155E-14        +2.328682E-18
2.002659E-02        -2.606436E-14        +2.254234E-18
2.000860E-02        -2.547961E-14        +2.182087E-18
1.999063E-02        -2.490851E-14        +2.112154E-18
1.997267E-02        -2.434852E-14        +2.044397E-18
1.995473E-02        -2.380150E-14        +1.978822E-18
1.993680E-02        -2.326613E-14        +1.915225E-18
1.991890E-02        -2.274232E-14        +1.853660E-18
1.990100E-02        -2.222989E-14        +1.793956E-18
1.988312E-02        -2.172842E-14        +1.736218E-18
1.986526E-02        -2.123737E-14        +1.680209E-18
1.984742E-02        -2.075795E-14        +1.625995E-18
1.982959E-02        -2.028784E-14        +1.573462E-18
1.981178E-02        -1.982936E-14        +1.522609E-18
1.979398E-02        -1.937988E-14        +1.473270E-18
1.977620E-02        -1.894034E-14        +1.425595E-18
1.975843E-02        -1.850981E-14        +1.379319E-18
1.974068E-02        -1.808938E-14        +1.334539E-18
1.972295E-02        -1.767874E-14        +1.291169E-18
1.970523E-02        -1.727610E-14        +1.249183E-18
1.968753E-02        -1.688256E-14        +1.208576E-18
1.966984E-02        -1.649774E-14        +1.169172E-18
1.965217E-02        -1.612100E-14        +1.131061E-18
1.963452E-02        -1.575251E-14        +1.094158E-18
1.961688E-02        -1.539257E-14        +1.058427E-18
1.959926E-02        -1.504004E-14        +1.023803E-18
1.958165E-02        -1.469607E-14        +9.902587E-19
1.956406E-02        -1.435919E-14        +9.578132E-19
1.954649E-02        -1.402954E-14        +9.264118E-19
1.952893E-02        -1.370762E-14        +8.960105E-19
1.951139E-02        -1.339263E-14        +8.665746E-19
1.949386E-02        -1.308384E-14        +8.380744E-19
1.947635E-02        -1.278281E-14        +8.104947E-19
1.945885E-02        -1.248784E-14        +7.837846E-19
1.944137E-02        -1.219994E-14        +7.579431E-19
1.942391E-02        -1.191880E-14        +7.329277E-19
1.940646E-02        -1.164288E-14        +7.087162E-19
1.938903E-02        -1.137387E-14        +6.852804E-19
1.937161E-02        -1.111061E-14        +6.626008E-19
1.935421E-02        -1.085273E-14        +6.406520E-19
1.933682E-02        -1.060146E-14        +6.193963E-19
1.931945E-02        -1.035540E-14        +5.988412E-19
1.930209E-02        -1.011506E-14        +5.789451E-19
1.928475E-02        -9.879522E-15        +5.596925E-19
1.926743E-02        -9.649600E-15        +5.410699E-19
1.925012E-02        -9.424842E-15        +5.230397E-19
1.923283E-02        -9.205071E-15        +5.056008E-19
1.921555E-02        -8.990284E-15        +4.887234E-19
1.919829E-02        -8.780336E-15        +4.723971E-19
1.918105E-02        -8.575124E-15        +4.566032E-19
1.916381E-02        -8.374330E-15        +4.413138E-19
1.914660E-02        -8.178273E-15        +4.265409E-19
1.912940E-02        -7.986552E-15        +4.122348E-19
1.911222E-02        -7.799249E-15        +3.984061E-19
1.909505E-02        -7.616086E-15        +3.850145E-19
1.907789E-02        -7.437037E-15        +3.720658E-19
1.906076E-02        -7.262138E-15        +3.595533E-19
1.904363E-02        -7.091067E-15        +3.474312E-19
1.902653E-02        -6.924024E-15        +3.357245E-19
1.900943E-02        -6.760618E-15        +3.243876E-19
1.899236E-02        -6.601049E-15        +3.134355E-19
1.897530E-02        -6.445099E-15        +3.028315E-19
1.895825E-02        -6.292616E-15        +2.925811E-19
1.894122E-02        -6.143729E-15        +2.826720E-19
1.892420E-02        -5.998097E-15        +2.730868E-19
1.890720E-02        -5.855820E-15        +2.638144E-19
1.889022E-02        -5.716935E-15        +2.548528E-19
1.887325E-02        -5.581107E-15        +2.461868E-19
1.885630E-02        -5.448415E-15        +2.378117E-19
1.883936E-02        -5.318751E-15        +2.297123E-19
1.882243E-02        -5.191964E-15        +2.218791E-19
1.880553E-02        -5.068270E-15        +2.143111E-19
1.878863E-02        -4.947336E-15        +2.069863E-19
1.877175E-02        -4.829136E-15        +1.999106E-19
1.875489E-02        -4.713670E-15        +1.930668E-19
1.873804E-02        -4.600868E-15        +1.864510E-19
1.872121E-02        -4.490753E-15        +1.800640E-19
1.870439E-02        -4.383034E-15        +1.738835E-19
1.868759E-02        -4.277916E-15        +1.679063E-19
1.867080E-02        -4.175166E-15        +1.621342E-19
1.865403E-02        -4.074845E-15        +1.565538E-19
1.863727E-02        -3.976864E-15        +1.511602E-19
1.862053E-02        -3.881111E-15        +1.459482E-19
1.860380E-02        -3.787530E-15        +1.409131E-19
1.858709E-02        -3.696176E-15        +1.360479E-19
1.857040E-02        -3.607017E-15        +1.313441E-19
1.855371E-02        -3.519794E-15        +1.267961E-19
1.853705E-02        -3.434734E-15        +1.224091E-19
1.852039E-02        -3.351582E-15        +1.181597E-19
1.850376E-02        -3.270405E-15        +1.140626E-19
1.848713E-02        -3.191055E-15        +1.101003E-19
1.847053E-02        -3.113661E-15        +1.062716E-19
1.845393E-02        -3.037984E-15        +1.025697E-19
1.843736E-02        -2.964089E-15        +9.900122E-20
1.842079E-02        -2.891928E-15        +9.554825E-20
1.840425E-02        -2.821587E-15        +9.221507E-20
1.838771E-02        -2.752713E-15        +8.899318E-20
1.837120E-02        -2.685587E-15        +8.588358E-20
1.835469E-02        -2.619985E-15        +8.287676E-20
1.833820E-02        -2.555919E-15        +7.997346E-20
1.832173E-02        -2.493443E-15        +7.717043E-20
1.830527E-02        -2.432364E-15        +7.446214E-20
1.828883E-02        -2.372773E-15        +7.184721E-20
1.827240E-02        -2.314495E-15        +6.932121E-20
1.825599E-02        -2.257705E-15        +6.688324E-20
1.823959E-02        -2.202213E-15        +6.452724E-20
1.822320E-02        -2.148075E-15        +6.225129E-20
1.820683E-02        -2.095170E-15        +6.005464E-20
1.819047E-02        -2.043536E-15        +5.793308E-20
1.817413E-02        -1.993118E-15        +5.588560E-20
1.815781E-02        -1.943915E-15        +5.390860E-20
1.814150E-02        -1.895898E-15        +5.199956E-20
1.812520E-02        -1.849038E-15        +5.015569E-20
1.810892E-02        -1.803222E-15        +4.837611E-20
1.809265E-02        -1.758565E-15        +4.665774E-20
1.807640E-02        -1.714936E-15        +4.499962E-20
1.806016E-02        -1.672394E-15        +4.339859E-20
1.804394E-02        -1.630923E-15        +4.185292E-20
1.802773E-02        -1.590284E-15        +4.036066E-20
1.801153E-02        -1.550719E-15        +3.892056E-20
1.799535E-02        -1.512152E-15        +3.753065E-20
1.797919E-02        -1.474484E-15        +3.618918E-20
1.796303E-02        -1.437611E-15        +3.489409E-20
1.794690E-02        -1.401744E-15        +3.364493E-20
1.793078E-02        -1.366681E-15        +3.243855E-20
1.791467E-02        -1.332494E-15        +3.127510E-20
1.789858E-02        -1.299118E-15        +3.015133E-20
1.788250E-02        -1.266547E-15        +2.906780E-20
1.786643E-02        -1.234825E-15        +2.802171E-20
1.785038E-02        -1.203756E-15        +2.701212E-20
1.783435E-02        -1.173569E-15        +2.603943E-20
1.781833E-02        -1.144074E-15        +2.510016E-20
1.780232E-02        -1.115270E-15        +2.419279E-20
1.778633E-02        -1.087177E-15        +2.331844E-20
1.777035E-02        -1.059761E-15        +2.247470E-20
1.775439E-02        -1.032969E-15        +2.166111E-20
1.773844E-02        -1.006864E-15        +2.087614E-20
1.772250E-02        -9.814053E-16        +2.011869E-20
1.770658E-02        -9.565653E-16        +1.938765E-20
1.769068E-02        -9.323424E-16        +1.868356E-20
1.767479E-02        -9.087083E-16        +1.800412E-20
1.765891E-02        -8.856392E-16        +1.734836E-20
1.764304E-02        -8.631386E-16        +1.671544E-20
1.762720E-02        -8.412012E-16        +1.610598E-20
1.761136E-02        -8.197913E-16        +1.551783E-20
1.759554E-02        -7.989164E-16        +1.495076E-20
1.757973E-02        -7.785459E-16        +1.440353E-20
1.756394E-02        -7.586885E-16        +1.387636E-20
1.754816E-02        -7.393073E-16        +1.336790E-20
1.753240E-02        -7.204187E-16        +1.287762E-20
1.751665E-02        -7.019850E-16        +1.240493E-20
1.750091E-02        -6.840052E-16        +1.194825E-20
1.748519E-02        -6.664791E-16        +1.150860E-20
1.746949E-02        -6.493892E-16        +1.108511E-20
1.745379E-02        -6.327112E-16        +1.067694E-20
1.743811E-02        -6.164495E-16        +1.028298E-20
1.742245E-02        -6.006009E-16        +9.903389E-21
1.740680E-02        -5.851380E-16        +9.537421E-21
1.739116E-02        -5.700598E-16        +9.184588E-21
1.737554E-02        -5.553643E-16        +8.844614E-21
1.735993E-02        -5.410264E-16        +8.516795E-21
1.734434E-02        -5.270595E-16        +8.200952E-21
1.732875E-02        -5.134203E-16        +7.896346E-21
1.731319E-02        -5.001349E-16        +7.603005E-21
1.729764E-02        -4.871830E-16        +7.320241E-21
1.728210E-02        -4.745478E-16        +7.047732E-21
1.726657E-02        -4.622296E-16        +6.785014E-21
1.725106E-02        -4.502318E-16        +6.531943E-21
1.723556E-02        -4.385225E-16        +6.287979E-21
1.722008E-02        -4.271162E-16        +6.053066E-21
1.720461E-02        -4.159942E-16        +5.826722E-21
1.718916E-02        -4.051479E-16        +5.608634E-21
1.717372E-02        -3.945772E-16        +5.398459E-21
1.715829E-02        -3.842726E-16        +5.195976E-21
1.714287E-02        -3.742255E-16        +5.000818E-21
1.712747E-02        -3.644396E-16        +4.812896E-21
1.711209E-02        -3.548988E-16        +4.631931E-21
1.709672E-02        -3.456028E-16        +4.457647E-21
1.708136E-02        -3.365344E-16        +4.289619E-21
1.706601E-02        -3.276939E-16        +4.127811E-21
1.705068E-02        -3.190856E-16        +3.972025E-21
1.703537E-02        -3.106992E-16        +3.821984E-21
1.702006E-02        -3.025153E-16        +3.677382E-21
1.700477E-02        -2.945447E-16        +3.538198E-21
1.698950E-02        -2.867846E-16        +3.404153E-21
1.697424E-02        -2.792138E-16        +3.275060E-21
1.695899E-02        -2.718383E-16        +3.150778E-21
1.694375E-02        -2.646440E-16        +3.030983E-21
1.692853E-02        -2.576484E-16        +2.915781E-21
1.691333E-02        -2.508256E-16        +2.804823E-21
1.689813E-02        -2.441681E-16        +2.697939E-21
1.688295E-02        -2.376906E-16        +2.595072E-21
1.686779E-02        -2.313771E-16        +2.496031E-21
1.685263E-02        -2.252266E-16        +2.400589E-21
1.683749E-02        -2.192374E-16        +2.308774E-21
1.682237E-02        -2.134005E-16        +2.220468E-21
1.680726E-02        -2.077122E-16        +2.135425E-21
1.679216E-02        -2.021712E-16        +2.053534E-21
1.677707E-02        -1.967689E-16        +1.974640E-21
1.676200E-02        -1.915089E-16        +1.898837E-21
1.674695E-02        -1.863897E-16        +1.825864E-21
1.673190E-02        -1.813959E-16        +1.755598E-21
1.671687E-02        -1.765342E-16        +1.687949E-21
1.670185E-02        -1.718001E-16        +1.622798E-21
1.668685E-02        -1.671893E-16        +1.560233E-21
1.667186E-02        -1.627033E-16        +1.499953E-21
1.665688E-02        -1.583204E-16        +1.441945E-21
1.664192E-02        -1.540653E-16        +1.386148E-21
1.662697E-02        -1.499119E-16        +1.332439E-21
1.661203E-02        -1.458734E-16        +1.280789E-21
1.659711E-02        -1.419308E-16        +1.231076E-21
1.658220E-02        -1.381032E-16        +1.183310E-21
1.656731E-02        -1.343686E-16        +1.137277E-21
1.655242E-02        -1.307306E-16        +1.092990E-21
1.653755E-02        -1.271916E-16        +1.050409E-21
1.652270E-02        -1.237368E-16        +1.009452E-21
1.650786E-02        -1.203798E-16        +9.701012E-22
1.649303E-02        -1.171121E-16        +9.322100E-22
1.647821E-02        -1.139323E-16        +8.957612E-22
1.646341E-02        -1.108338E-16        +8.607130E-22
1.644862E-02        -1.078147E-16        +8.269999E-22
1.643384E-02        -1.048750E-16        +7.945730E-22
1.641908E-02        -1.020157E-16        +7.634036E-22
1.640433E-02        -9.922979E-17        +7.334202E-22
1.638959E-02        -9.651701E-17        +7.045765E-22
1.637487E-02        -9.387731E-17        +6.768603E-22
1.636016E-02        -9.130762E-17        +6.502095E-22
1.634546E-02        -8.880524E-17        +6.245704E-22
1.633078E-02        -8.637058E-17        +5.999361E-22
1.631611E-02        -8.399938E-17        +5.762420E-22
1.630145E-02        -8.169127E-17        +5.534589E-22
1.628681E-02        -7.944521E-17        +5.315693E-22
1.627218E-02        -7.725924E-17        +5.105133E-22
1.625756E-02        -7.513067E-17        +4.902774E-22
1.624296E-02        -7.305980E-17        +4.708353E-22
1.622837E-02        -7.104346E-17        +4.521373E-22
1.621379E-02        -6.908130E-17        +4.341687E-22
1.619922E-02        -6.717073E-17        +4.168851E-22
1.618467E-02        -6.531266E-17        +4.002856E-22
1.617013E-02        -6.350319E-17        +3.843299E-22
1.615561E-02        -6.174342E-17        +3.690072E-22
1.614109E-02        -6.002982E-17        +3.542670E-22
1.612659E-02        -5.836290E-17        +3.401040E-22
1.611211E-02        -5.674162E-17        +3.265106E-22
1.609763E-02        -5.516263E-17        +3.134265E-22
1.608317E-02        -5.362640E-17        +3.008720E-22
1.606872E-02        -5.213172E-17        +2.887949E-22
1.605429E-02        -5.067848E-17        +2.772021E-22
1.603987E-02        -4.926378E-17        +2.660713E-22
1.602546E-02        -4.788679E-17        +2.553669E-22
1.601106E-02        -4.654727E-17        +2.450790E-22
1.599668E-02        -4.524439E-17        +2.352035E-22
1.598231E-02        -4.397697E-17        +2.257145E-22
1.596795E-02        -4.274330E-17        +2.166010E-22
1.595361E-02        -4.154409E-17        +2.078505E-22
1.593928E-02        -4.037736E-17        +1.994454E-22
1.592496E-02        -3.924153E-17        +1.913686E-22
1.591065E-02        -3.813722E-17        +1.836164E-22
1.589636E-02        -3.706332E-17        +1.761679E-22
1.588208E-02        -3.601819E-17        +1.690166E-22
1.586781E-02        -3.500174E-17        +1.621512E-22
1.585356E-02        -3.401364E-17        +1.555579E-22
1.583932E-02        -3.305222E-17        +1.492231E-22
1.582509E-02        -3.211660E-17        +1.431445E-22
1.581087E-02        -3.120667E-17        +1.373034E-22
1.579667E-02        -3.032220E-17        +1.316965E-22
1.578248E-02        -2.946228E-17        +1.263232E-22
1.576830E-02        -2.862534E-17        +1.211515E-22
1.575414E-02        -2.781254E-17        +1.161984E-22
1.573998E-02        -2.702103E-17        +1.114323E-22
1.572584E-02        -2.625179E-17        +1.068660E-22
1.571172E-02        -2.550394E-17        +1.024811E-22
1.569760E-02        -2.477628E-17        +9.826631E-23
1.568350E-02        -2.406901E-17        +9.422627E-23
1.566941E-02        -2.338146E-17        +9.034767E-23
1.565534E-02        -2.271313E-17        +8.662718E-23
1.564127E-02        -2.206234E-17        +8.305362E-23
1.562722E-02        -2.143063E-17        +7.962615E-23
1.561319E-02        -2.081623E-17        +7.633868E-23
1.559916E-02        -2.021827E-17        +7.318148E-23
1.558515E-02        -1.963763E-17        +7.015325E-23
1.557115E-02        -1.907362E-17        +6.724691E-23
1.555716E-02        -1.852450E-17        +6.445840E-23
1.554318E-02        -1.799042E-17        +6.178277E-23
1.552922E-02        -1.747236E-17        +5.921689E-23
1.551527E-02        -1.696820E-17        +5.675426E-23
1.550133E-02        -1.647796E-17        +5.439241E-23
1.548741E-02        -1.600183E-17        +5.212739E-23
1.547349E-02        -1.553842E-17        +4.995298E-23
1.545959E-02        -1.508900E-17        +4.786911E-23
1.544571E-02        -1.465181E-17        +4.587089E-23
1.543183E-02        -1.422635E-17        +4.395250E-23
1.541797E-02        -1.381387E-17        +4.211361E-23
1.540412E-02        -1.341231E-17        +4.034925E-23
1.539028E-02        -1.302181E-17        +3.865794E-23
1.537646E-02        -1.264325E-17        +3.703626E-23
1.536264E-02        -1.227449E-17        +3.547989E-23
1.534884E-02        -1.191668E-17        +3.398886E-23
1.533505E-02        -1.156806E-17        +3.255845E-23
1.532128E-02        -1.123050E-17        +3.118827E-23
1.530752E-02        -1.090262E-17        +2.987369E-23
1.529376E-02        -1.058270E-17        +2.861258E-23
1.528003E-02        -1.027306E-17        +2.740492E-23
1.526630E-02        -9.972028E-18        +2.624666E-23
1.525259E-02        -9.679322E-18        +2.513603E-23
1.523888E-02        -9.394882E-18        +2.407105E-23
1.522519E-02        -9.118603E-18        +2.305054E-23
1.521152E-02        -8.850434E-18        +2.207332E-23
1.519785E-02        -8.589700E-18        +2.113597E-23
1.518420E-02        -8.336574E-18        +2.023789E-23
1.517056E-02        -8.090591E-18        +1.937665E-23
1.515693E-02        -7.851642E-18        +1.855188E-23
1.514332E-02        -7.619687E-18        +1.776144E-23
1.512971E-02        -7.394126E-18        +1.700317E-23
1.511612E-02        -7.175255E-18        +1.627720E-23
1.510254E-02        -6.962622E-18        +1.558187E-23
1.508898E-02        -6.756194E-18        +1.491578E-23
1.507542E-02        -6.555556E-18        +1.427696E-23
1.506188E-02        -6.360808E-18        +1.366539E-23
1.504835E-02        -6.171614E-18        +1.307946E-23
1.503483E-02        -5.987865E-18        +1.251743E-23
1.502132E-02        -5.809389E-18        +1.197920E-23
1.500783E-02        -5.636264E-18        +1.146415E-23
1.499435E-02        -5.468022E-18        +1.097088E-23
1.498088E-02        -5.304715E-18        +1.049840E-23
1.496742E-02        -5.146071E-18        +1.004568E-23
1.495398E-02        -4.992105E-18        +9.611847E-24
1.494054E-02        -4.842489E-18        +9.196368E-24
1.492712E-02        -4.697337E-18        +8.798659E-24
1.491371E-02        -4.556361E-18        +8.417786E-24
1.490031E-02        -4.419527E-18        +8.052984E-24
1.488693E-02        -4.286685E-18        +7.703901E-24
1.487356E-02        -4.157783E-18        +7.369580E-24
1.486020E-02        -4.032559E-18        +7.049428E-24
1.484685E-02        -3.911005E-18        +6.742865E-24
1.483351E-02        -3.793007E-18        +6.449371E-24
1.482018E-02        -3.678394E-18        +6.168290E-24
1.480687E-02        -3.567237E-18        +5.899400E-24
1.479357E-02        -3.459349E-18        +5.641916E-24
1.478028E-02        -3.354633E-18        +5.395444E-24
1.476700E-02        -3.252990E-18        +5.159550E-24
1.475374E-02        -3.154394E-18        +4.933780E-24
1.474048E-02        -3.058598E-18        +4.717625E-24
1.472724E-02        -2.965660E-18        +4.510776E-24
1.471401E-02        -2.875484E-18        +4.312834E-24
1.470079E-02        -2.787908E-18        +4.123340E-24
1.468759E-02        -2.703046E-18        +3.942194E-24
1.467439E-02        -2.620534E-18        +3.768651E-24
1.466121E-02        -2.540635E-18        +3.602677E-24
1.464804E-02        -2.463024E-18        +3.443840E-24
1.463488E-02        -2.387703E-18        +3.291845E-24
1.462174E-02        -2.314702E-18        +3.146513E-24
1.460860E-02        -2.243748E-18        +3.007403E-24
1.459548E-02        -2.175012E-18        +2.874353E-24
1.458237E-02        -2.108267E-18        +2.747059E-24
1.456927E-02        -2.043512E-18        +2.625309E-24
1.455618E-02        -1.980725E-18        +2.508819E-24
1.454310E-02        -1.919742E-18        +2.397379E-24
1.453004E-02        -1.860672E-18        +2.290807E-24
1.451699E-02        -1.803305E-18        +2.188968E-24
1.450395E-02        -1.747706E-18        +2.091491E-24
1.449092E-02        -1.693711E-18        +1.998200E-24
1.447790E-02        -1.641386E-18        +1.909061E-24
1.446489E-02        -1.590566E-18        +1.823801E-24
1.445190E-02        -1.541366E-18        +1.742356E-24
1.443892E-02        -1.493647E-18        +1.664399E-24
1.442595E-02        -1.447321E-18        +1.589895E-24
1.441299E-02        -1.402389E-18        +1.518581E-24
1.440004E-02        -1.358840E-18        +1.450446E-24
1.438710E-02        -1.316574E-18        +1.385368E-24
1.437418E-02        -1.275558E-18        +1.323118E-24
1.436127E-02        -1.235901E-18        +1.263559E-24
1.434837E-02        -1.197350E-18        +1.206680E-24
1.433548E-02        -1.159982E-18        +1.152357E-24
1.432260E-02        -1.123710E-18        +1.100340E-24
1.430973E-02        -1.088546E-18        +1.050681E-24
1.429688E-02        -1.054568E-18        +1.003168E-24
1.428404E-02        -1.021506E-18        +9.578402E-25
1.427120E-02        -9.894743E-19        +9.144558E-25
1.425838E-02        -9.584389E-19        +8.730208E-25
1.424558E-02        -9.283606E-19        +8.334515E-25
1.423278E-02        -8.991728E-19        +7.956081E-25
1.421999E-02        -8.708784E-19        +7.594514E-25
1.420722E-02        -8.434688E-19        +7.249285E-25
1.419446E-02        -8.168932E-19        +6.919347E-25
1.418170E-02        -7.911108E-19        +6.603929E-25
1.416897E-02        -7.661539E-19        +6.302996E-25
1.415624E-02        -7.419496E-19        +6.015305E-25
1.414352E-02        -7.184804E-19        +5.740426E-25
1.413081E-02        -6.957278E-19        +5.477851E-25
1.411812E-02        -6.736955E-19        +5.227201E-25
1.410544E-02        -6.523303E-19        +4.987833E-25
1.409277E-02        -6.316301E-19        +4.759111E-25
1.408011E-02        -6.115729E-19        +4.540779E-25
1.406746E-02        -5.921235E-19        +4.332177E-25
1.405482E-02        -5.732786E-19        +4.132919E-25
1.404220E-02        -5.550251E-19        +3.942831E-25
1.402958E-02        -5.373229E-19        +3.761140E-25
1.401698E-02        -5.201816E-19        +3.587813E-25
1.400439E-02        -5.035747E-19        +3.422240E-25
1.399181E-02        -4.874759E-19        +3.264200E-25
1.397924E-02        -4.718819E-19        +3.113297E-25
1.396668E-02        -4.567663E-19        +2.969168E-25
1.395413E-02        -4.421259E-19        +2.831667E-25
1.394160E-02        -4.279454E-19        +2.700434E-25
1.392907E-02        -4.141999E-19        +2.575062E-25
1.391656E-02        -4.008928E-19        +2.455541E-25
1.390406E-02        -3.880018E-19        +2.341459E-25
1.389157E-02        -3.755094E-19        +2.232465E-25
1.387909E-02        -3.634123E-19        +2.128524E-25
1.386662E-02        -3.516853E-19        +2.029339E-25
1.385417E-02        -3.403427E-19        +1.934696E-25
1.384172E-02        -3.293400E-19        +1.844270E-25
1.382929E-02        -3.186937E-19        +1.758158E-25
1.381686E-02        -3.083757E-19        +1.675860E-25
1.380445E-02        -2.983850E-19        +1.597396E-25
1.379205E-02        -2.887122E-19        +1.522512E-25
1.377966E-02        -2.793460E-19        +1.451098E-25
1.376728E-02        -2.702690E-19        +1.382966E-25
1.375492E-02        -2.614871E-19        +1.318044E-25
1.374256E-02        -2.529762E-19        +1.255976E-25
1.373021E-02        -2.447335E-19        +1.196869E-25
1.371788E-02        -2.367566E-19        +1.140492E-25
1.370556E-02        -2.290377E-19        +1.086697E-25
1.369325E-02        -2.215657E-19        +1.035390E-25
1.368094E-02        -2.143172E-19        +9.864646E-26
1.366865E-02        -2.073040E-19        +9.398087E-26
1.365638E-02        -2.005233E-19        +8.953526E-26
1.364411E-02        -1.939477E-19        +8.529245E-26
1.363185E-02        -1.875893E-19        +8.124643E-26
1.361961E-02        -1.814342E-19        +7.739211E-26
1.360737E-02        -1.754648E-19        +7.371355E-26
1.359515E-02        -1.696975E-19        +7.020961E-26
1.358293E-02        -1.641062E-19        +6.686581E-26
1.357073E-02        -1.587056E-19        +6.368067E-26
1.355854E-02        -1.534668E-19        +6.064442E-26
1.354636E-02        -1.484053E-19        +5.775023E-26
1.353419E-02        -1.435034E-19        +5.499189E-26
1.352204E-02        -1.387638E-19        +5.236402E-26
1.350989E-02        -1.341700E-19        +4.985785E-26
1.349775E-02        -1.297247E-19        +4.746821E-26
1.348563E-02        -1.254227E-19        +4.519361E-26
1.347351E-02        -1.212568E-19        +4.302431E-26
1.346141E-02        -1.172329E-19        +4.095827E-26
1.344932E-02        -1.133375E-19        +3.899022E-26
1.343723E-02        -1.095599E-19        +3.711225E-26
1.342516E-02        -1.059139E-19        +3.532514E-26
1.341310E-02        -1.023868E-19        +3.362243E-26
1.340105E-02        -9.897132E-20        +3.200014E-26
1.338902E-02        -9.566898E-20        +3.045567E-26
1.337699E-02        -9.247130E-20        +2.898334E-26
1.336497E-02        -8.937788E-20        +2.758059E-26
1.335297E-02        -8.638665E-20        +2.624554E-26
1.334097E-02        -8.349130E-20        +2.497296E-26
1.332899E-02        -8.069267E-20        +2.376198E-26
1.331701E-02        -7.798235E-20        +2.260761E-26
