# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# Baseline: O(e^2) non-log + O(e^2) log summed into col 2;
# O(e^3) in col 3. Loader sums col 2 + col 3.
# T (MeV)           d^2P_int/dT^2 (e^2+e^3) [MeV^2] p^(2)   p^(3)
1.330505E-02        -7.536288E-20        +2.150889E-26
1.329310E-02        -7.282963E-20        +2.046286E-26
1.328116E-02        -7.037820E-20        +1.946728E-26
1.326923E-02        -6.800803E-20        +1.851841E-26
1.325731E-02        -6.571460E-20        +1.761448E-26
1.324540E-02        -6.349680E-20        +1.675504E-26
1.323350E-02        -6.135243E-20        +1.593633E-26
1.322161E-02        -5.927784E-20        +1.515647E-26
1.320973E-02        -5.727182E-20        +1.441435E-26
1.319787E-02        -5.533310E-20        +1.370856E-26
1.318601E-02        -5.345652E-20        +1.303592E-26
1.317417E-02        -5.164406E-20        +1.239579E-26
1.316233E-02        -4.988976E-20        +1.178676E-26
1.315051E-02        -4.819461E-20        +1.120720E-26
1.313869E-02        -4.655385E-20        +1.065580E-26
1.312689E-02        -4.496916E-20        +1.013077E-26
1.311510E-02        -4.343714E-20        +9.631102E-27
1.310332E-02        -4.195591E-20        +9.155761E-27
1.309155E-02        -4.052427E-20        +8.703545E-27
1.307979E-02        -3.913943E-20        +8.273192E-27
1.306804E-02        -3.780052E-20        +7.863705E-27
1.305630E-02        -3.650710E-20        +7.474099E-27
1.304457E-02        -3.525574E-20        +7.103477E-27
1.303285E-02        -3.404700E-20        +6.750931E-27
1.302114E-02        -3.287810E-20        +6.415495E-27
1.300945E-02        -3.174911E-20        +6.096728E-27
1.299776E-02        -3.065778E-20        +5.793287E-27
1.298608E-02        -2.960231E-20        +5.504663E-27
1.297442E-02        -2.858267E-20        +5.230387E-27
1.296276E-02        -2.759702E-20        +4.969291E-27
1.295112E-02        -2.664583E-20        +4.721148E-27
1.293948E-02        -2.572479E-20        +4.485020E-27
1.292786E-02        -2.483550E-20        +4.260717E-27
1.291625E-02        -2.397694E-20        +4.047431E-27
1.290464E-02        -2.314640E-20        +3.844417E-27
1.289305E-02        -2.234365E-20        +3.651603E-27
1.288147E-02        -2.156876E-20        +3.468233E-27
1.286990E-02        -2.082060E-20        +3.293910E-27
1.285834E-02        -2.009731E-20        +3.128235E-27
1.284678E-02        -1.939738E-20        +2.970653E-27
1.283524E-02        -1.872205E-20        +2.820882E-27
1.282371E-02        -1.807036E-20        +2.678573E-27
1.281219E-02        -1.743976E-20        +2.543393E-27
1.280069E-02        -1.683155E-20        +2.414907E-27
1.278919E-02        -1.624368E-20        +2.292759E-27
1.277770E-02        -1.567568E-20        +2.176676E-27
1.276622E-02        -1.512667E-20        +2.066358E-27
1.275475E-02        -1.459654E-20        +1.961517E-27
1.274329E-02        -1.408440E-20        +1.861941E-27
1.273185E-02        -1.359057E-20        +1.767413E-27
1.272041E-02        -1.311329E-20        +1.677488E-27
1.270898E-02        -1.265280E-20        +1.592120E-27
1.269756E-02        -1.220730E-20        +1.510940E-27
1.268616E-02        -1.177727E-20        +1.433906E-27
1.267476E-02        -1.136254E-20        +1.360681E-27
1.266338E-02        -1.096136E-20        +1.291205E-27
1.265200E-02        -1.057462E-20        +1.225224E-27
1.264063E-02        -1.020081E-20        +1.162445E-27
1.262928E-02        -9.839780E-21        +1.102906E-27
1.261793E-02        -9.491322E-21        +1.046382E-27
1.260660E-02        -9.155127E-21        +9.926899E-28
1.259528E-02        -8.830562E-21        +9.417182E-28
1.258396E-02        -8.516888E-21        +8.932779E-28
1.257266E-02        -8.214429E-21        +8.473257E-28
1.256136E-02        -7.922170E-21        +8.036616E-28
1.255008E-02        -7.640320E-21        +7.622509E-28
1.253880E-02        -7.367989E-21        +7.228944E-28
1.252754E-02        -7.105351E-21        +6.855710E-28
1.251629E-02        -6.851793E-21        +6.501451E-28
1.250504E-02        -6.606958E-21        +6.164889E-28
1.249381E-02        -6.370816E-21        +5.845722E-28
1.248259E-02        -6.142923E-21        +5.542767E-28
1.247137E-02        -5.922720E-21        +5.255054E-28
1.246017E-02        -5.710478E-21        +4.982229E-28
1.244898E-02        -5.505687E-21        +4.723398E-28
1.243779E-02        -5.307807E-21        +4.477490E-28
1.242662E-02        -5.117080E-21        +4.244424E-28
1.241546E-02        -4.933105E-21        +4.023287E-28
1.240430E-02        -4.755360E-21        +3.813295E-28
1.239316E-02        -4.584040E-21        +3.614236E-28
1.238203E-02        -4.418706E-21        +3.425418E-28
1.237091E-02        -4.259237E-21        +3.246331E-28
1.235979E-02        -4.105217E-21        +3.076247E-28
1.234869E-02        -3.956804E-21        +2.915073E-28
1.233760E-02        -3.813578E-21        +2.762242E-28
1.232651E-02        -3.675315E-21        +2.617136E-28
1.231544E-02        -3.542136E-21        +2.479630E-28
1.230438E-02        -3.413564E-21        +2.349277E-28
1.229332E-02        -3.289537E-21        +2.225570E-28
1.228228E-02        -3.169923E-21        +2.108343E-28
1.227125E-02        -3.054586E-21        +1.997181E-28
1.226022E-02        -2.943237E-21        +1.891702E-28
1.224921E-02        -2.835978E-21        +1.791866E-28
1.223821E-02        -2.732587E-21        +1.697116E-28
1.222721E-02        -2.632705E-21        +1.607253E-28
1.221623E-02        -2.536502E-21        +1.522140E-28
1.220525E-02        -2.443685E-21        +1.441343E-28
1.219429E-02        -2.354161E-21        +1.364887E-28
1.218334E-02        -2.267916E-21        +1.292419E-28
1.217239E-02        -2.184684E-21        +1.223745E-28
1.216146E-02        -2.104518E-21        +1.158634E-28
1.215053E-02        -2.027160E-21        +1.096935E-28
1.213962E-02        -1.952583E-21        +1.038476E-28
1.212871E-02        -1.880709E-21        +9.830073E-29
1.211782E-02        -1.811411E-21        +9.305380E-29
1.210693E-02        -1.744620E-21        +8.807780E-29
1.209605E-02        -1.680143E-21        +8.336362E-29
1.208519E-02        -1.618114E-21        +7.890147E-29
1.207433E-02        -1.558309E-21        +7.467110E-29
1.206349E-02        -1.500659E-21        +7.066821E-29
1.205265E-02        -1.445047E-21        +6.687260E-29
1.204182E-02        -1.391437E-21        +6.327726E-29
1.203100E-02        -1.339809E-21        +5.987295E-29
1.202020E-02        -1.290038E-21        +5.665168E-29
1.200940E-02        -1.242102E-21        +5.359777E-29
1.199861E-02        -1.195868E-21        +5.070686E-29
1.198783E-02        -1.151325E-21        +4.796845E-29
1.197706E-02        -1.108383E-21        +4.537633E-29
1.196630E-02        -1.067033E-21        +4.292238E-29
1.195555E-02        -1.027184E-21        +4.059810E-29
1.194481E-02        -9.888226E-22        +3.839897E-29
1.193408E-02        -9.518316E-22        +3.631639E-29
1.192336E-02        -9.161966E-22        +3.434525E-29
1.191265E-02        -8.818673E-22        +3.247954E-29
1.190195E-02        -8.487948E-22        +3.071336E-29
1.189126E-02        -8.169379E-22        +2.904180E-29
1.188058E-02        -7.862477E-22        +2.746056E-29
1.186991E-02        -7.566850E-22        +2.596313E-29
1.185924E-02        -7.281905E-22        +2.454581E-29
1.184859E-02        -7.007616E-22        +2.320546E-29
1.183795E-02        -6.743480E-22        +2.193681E-29
1.182731E-02        -6.488792E-22        +2.073565E-29
1.181669E-02        -6.243809E-22        +1.960035E-29
1.180607E-02        -6.007670E-22        +1.852564E-29
1.179547E-02        -5.780437E-22        +1.750966E-29
1.178487E-02        -5.561463E-22        +1.654758E-29
1.177428E-02        -5.350572E-22        +1.563807E-29
1.176371E-02        -5.147664E-22        +1.477741E-29
1.175314E-02        -4.952142E-22        +1.396359E-29
1.174258E-02        -4.763903E-22        +1.319361E-29
1.173203E-02        -4.582644E-22        +1.246548E-29
1.172149E-02        -4.408084E-22        +1.177720E-29
1.171096E-02        -4.240104E-22        +1.112665E-29
1.170044E-02        -4.078402E-22        +1.051103E-29
1.168993E-02        -3.922687E-22        +9.929212E-30
1.167943E-02        -3.772769E-22        +9.378973E-30
1.166894E-02        -3.628527E-22        +8.858875E-30
1.165846E-02        -3.489670E-22        +8.367142E-30
1.164798E-02        -3.355873E-22        +7.901850E-30
1.163752E-02        -3.227200E-22        +7.462494E-30
1.162707E-02        -3.103401E-22        +7.047296E-30
1.161662E-02        -2.984092E-22        +6.654426E-30
1.160619E-02        -2.869473E-22        +6.283514E-30
1.159576E-02        -2.759032E-22        +5.932586E-30
1.158534E-02        -2.652690E-22        +5.601072E-30
1.157494E-02        -2.550452E-22        +5.288081E-30
1.156454E-02        -2.452083E-22        +4.992019E-30
1.155415E-02        -2.357331E-22        +4.712301E-30
1.154377E-02        -2.266246E-22        +4.448104E-30
1.153340E-02        -2.178487E-22        +4.198455E-30
1.152304E-02        -2.094193E-22        +3.962643E-30
1.151269E-02        -2.013005E-22        +3.739874E-30
1.150235E-02        -1.934910E-22        +3.529447E-30
1.149201E-02        -1.859738E-22        +3.330483E-30
1.148169E-02        -1.787525E-22        +3.142764E-30
1.147138E-02        -1.718013E-22        +2.965501E-30
1.146107E-02        -1.651122E-22        +2.798005E-30
1.145078E-02        -1.586798E-22        +2.639859E-30
1.144049E-02        -1.524897E-22        +2.490504E-30
1.143021E-02        -1.465312E-22        +2.349426E-30
1.141994E-02        -1.408103E-22        +2.216223E-30
1.140969E-02        -1.353061E-22        +2.090602E-30
1.139944E-02        -1.300150E-22        +1.971846E-30
1.138920E-02        -1.249233E-22        +1.859840E-30
1.137896E-02        -1.200172E-22        +1.753923E-30
1.136874E-02        -1.153063E-22        +1.654079E-30
1.135853E-02        -1.107838E-22        +1.559821E-30
1.134833E-02        -1.064306E-22        +1.470918E-30
1.133813E-02        -1.022347E-22        +1.386839E-30
1.132795E-02        -9.821419E-23        +1.307698E-30
1.131777E-02        -9.434105E-23        +1.232868E-30
1.130760E-02        -9.061855E-23        +1.162237E-30
1.129745E-02        -8.704259E-23        +1.095739E-30
1.128730E-02        -8.360271E-23        +1.032870E-30
1.127716E-02        -8.029566E-23        +9.735761E-31
1.126703E-02        -7.711651E-23        +9.176396E-31
1.125691E-02        -7.406113E-23        +8.648801E-31
1.124679E-02        -7.112164E-23        +8.150690E-31
1.123669E-02        -6.829902E-23        +7.681271E-31
1.122660E-02        -6.558700E-23        +7.238530E-31
1.121651E-02        -6.297730E-23        +6.820571E-31
1.120644E-02        -6.047199E-23        +6.426825E-31
1.119637E-02        -5.806215E-23        +6.055195E-31
1.118631E-02        -5.574710E-23        +5.704705E-31
1.117626E-02        -5.352200E-23        +5.374250E-31
1.116622E-02        -5.138384E-23        +5.062722E-31
1.115619E-02        -4.932959E-23        +4.769019E-31
1.114617E-02        -4.735614E-23        +4.492063E-31
1.113616E-02        -4.545965E-23        +4.231032E-31
1.112615E-02        -4.363623E-23        +3.984701E-31
1.111616E-02        -4.188649E-23        +3.752761E-31
1.110617E-02        -4.020393E-23        +3.533941E-31
1.109620E-02        -3.858898E-23        +3.327896E-31
1.108623E-02        -3.703638E-23        +3.133589E-31
1.107627E-02        -3.554558E-23        +2.950450E-31
1.106632E-02        -3.411285E-23        +2.777874E-31
1.105638E-02        -3.273707E-23        +2.615258E-31
1.104645E-02        -3.141614E-23        +2.462010E-31
1.103652E-02        -3.014588E-23        +2.317485E-31
1.102661E-02        -2.892692E-23        +2.181481E-31
1.101670E-02        -2.775561E-23        +2.053303E-31
1.100681E-02        -2.663148E-23        +1.932625E-31
1.099692E-02        -2.555116E-23        +1.818811E-31
1.098704E-02        -2.451387E-23        +1.711665E-31
1.097717E-02        -2.351843E-23        +1.610704E-31
1.096731E-02        -2.256209E-23        +1.515626E-31
1.095746E-02        -2.164457E-23        +1.426119E-31
1.094761E-02        -2.076226E-23        +1.341718E-31
1.093778E-02        -1.991666E-23        +1.262374E-31
1.092795E-02        -1.910330E-23        +1.187542E-31
1.091814E-02        -1.832366E-23        +1.117173E-31
1.090833E-02        -1.757432E-23        +1.050907E-31
1.089853E-02        -1.685579E-23        +9.884669E-32
1.088874E-02        -1.616536E-23        +9.297117E-32
1.087896E-02        -1.550290E-23        +8.743963E-32
1.086918E-02        -1.486670E-23        +8.222860E-32
1.085942E-02        -1.425622E-23        +7.732891E-32
1.084967E-02        -1.367069E-23        +7.271790E-32
1.083992E-02        -1.310847E-23        +6.837353E-32
1.083018E-02        -1.256841E-23        +6.428638E-32
1.082045E-02        -1.205116E-23        +6.044044E-32
1.081073E-02        -1.155397E-23        +5.682100E-32
1.080102E-02        -1.107685E-23        +5.341661E-32
1.079132E-02        -1.061959E-23        +5.021274E-32
1.078162E-02        -1.017999E-23        +4.719685E-32
1.077194E-02        -9.759318E-24        +4.436166E-32
1.076226E-02        -9.354944E-24        +4.169296E-32
1.075259E-02        -8.966986E-24        +3.918278E-32
1.074294E-02        -8.595289E-24        +3.682362E-32
1.073328E-02        -8.237941E-24        +3.460039E-32
1.072364E-02        -7.895568E-24        +3.251289E-32
1.071401E-02        -7.567263E-24        +3.054905E-32
1.070439E-02        -7.252263E-24        +2.870267E-32
1.069477E-02        -6.949923E-24        +2.696422E-32
1.068516E-02        -6.659896E-24        +2.533045E-32
1.067556E-02        -6.381778E-24        +2.379440E-32
1.066597E-02        -6.115146E-24        +2.235012E-32
1.065639E-02        -5.859413E-24        +2.099259E-32
1.064682E-02        -5.614177E-24        +1.971676E-32
1.063725E-02        -5.378791E-24        +1.851639E-32
1.062770E-02        -5.153344E-24        +1.738914E-32
1.061815E-02        -4.936968E-24        +1.632935E-32
1.060861E-02        -4.729583E-24        +1.533257E-32
1.059908E-02        -4.530703E-24        +1.439649E-32
1.058956E-02        -4.340025E-24        +1.351636E-32
1.058005E-02        -4.157244E-24        +1.268998E-32
1.057055E-02        -3.982058E-24        +1.191343E-32
1.056105E-02        -3.813982E-24        +1.118292E-32
1.055156E-02        -3.652827E-24        +1.049639E-32
1.054208E-02        -3.498456E-24        +9.851730E-33
1.053261E-02        -3.350400E-24        +9.246264E-33
1.052315E-02        -3.208538E-24        +8.677596E-33
1.051370E-02        -3.072578E-24        +8.143596E-33
1.050425E-02        -2.942173E-24        +7.641477E-33
1.049482E-02        -2.817314E-24        +7.170482E-33
1.048539E-02        -2.697608E-24        +6.727715E-33
1.047597E-02        -2.582822E-24        +6.311985E-33
1.046656E-02        -2.472919E-24        +5.921689E-33
1.045716E-02        -2.367532E-24        +5.555307E-33
1.044776E-02        -2.266528E-24        +5.210901E-33
1.043838E-02        -2.169828E-24        +4.887911E-33
1.042900E-02        -2.077042E-24        +4.584511E-33
1.041963E-02        -1.988246E-24        +4.299674E-33
1.041027E-02        -1.903157E-24        +4.032306E-33
1.040092E-02        -1.821664E-24        +3.781474E-33
1.039158E-02        -1.743574E-24        +3.546006E-33
1.038224E-02        -1.668707E-24        +3.324849E-33
1.037292E-02        -1.597113E-24        +3.117495E-33
1.036360E-02        -1.528445E-24        +2.922775E-33
1.035429E-02        -1.462682E-24        +2.740040E-33
1.034499E-02        -1.399712E-24        +2.568665E-33
1.033569E-02        -1.339288E-24        +2.407695E-33
1.032641E-02        -1.281529E-24        +2.256871E-33
1.031713E-02        -1.226203E-24        +2.115253E-33
1.030787E-02        -1.173243E-24        +1.982479E-33
1.029861E-02        -1.122518E-24        +1.857922E-33
1.028935E-02        -1.073850E-24        +1.740929E-33
1.028011E-02        -1.027334E-24        +1.631349E-33
1.027088E-02        -9.828065E-25        +1.528640E-33
