# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# Baseline: O(e^2) non-log + O(e^2) log summed into col 2;
# O(e^3) in col 3. Loader sums col 2 + col 3.
# T (MeV)           dP_int/dT (e^2+e^3) [MeV^3] p^(2)   p^(3)
1.611211E-02        -2.743197E-20        +1.108745E-25
1.609763E-02        -2.662186E-20        +1.062468E-25
1.608317E-02        -2.583588E-20        +1.018021E-25
1.606872E-02        -2.507174E-20        +9.754134E-26
1.605429E-02        -2.432996E-20        +9.345834E-26
1.603987E-02        -2.360975E-20        +8.954161E-26
1.602546E-02        -2.290952E-20        +8.578514E-26
1.601106E-02        -2.222989E-20        +8.218228E-26
1.599668E-02        -2.156958E-20        +7.873007E-26
1.598231E-02        -2.092827E-20        +7.541859E-26
1.596795E-02        -2.030643E-20        +7.224354E-26
1.595361E-02        -1.970190E-20        +6.920032E-26
1.593928E-02        -1.911437E-20        +6.628191E-26
1.592496E-02        -1.854458E-20        +6.348411E-26
1.591065E-02        -1.799142E-20        +6.080127E-26
1.589636E-02        -1.745367E-20        +5.823107E-26
1.588208E-02        -1.693181E-20        +5.576680E-26
1.586781E-02        -1.642558E-20        +5.340454E-26
1.585356E-02        -1.593373E-20        +5.114175E-26
1.583932E-02        -1.545652E-20        +4.897194E-26
1.582509E-02        -1.499234E-20        +4.689145E-26
1.581087E-02        -1.454207E-20        +4.489791E-26
1.579667E-02        -1.410577E-20        +4.298810E-26
1.578248E-02        -1.368138E-20        +4.115823E-26
1.576830E-02        -1.326903E-20        +3.940376E-26
1.575414E-02        -1.286977E-20        +3.772361E-26
1.573998E-02        -1.248201E-20        +3.611186E-26
1.572584E-02        -1.210546E-20        +3.456929E-26
1.571172E-02        -1.174009E-20        +3.309133E-26
1.569760E-02        -1.138527E-20        +3.167454E-26
1.568350E-02        -1.104063E-20        +3.031734E-26
1.566941E-02        -1.070605E-20        +2.901736E-26
1.565534E-02        -1.038239E-20        +2.777202E-26
1.564127E-02        -1.006741E-20        +2.657905E-26
1.562722E-02        -9.761573E-21        +2.543644E-26
1.561319E-02        -9.465205E-21        +2.434226E-26
1.559916E-02        -9.177345E-21        +2.329370E-26
1.558515E-02        -8.898195E-21        +2.228955E-26
1.557115E-02        -8.627252E-21        +2.132795E-26
1.555716E-02        -8.364247E-21        +2.040691E-26
1.554318E-02        -8.109046E-21        +1.952446E-26
1.552922E-02        -7.861478E-21        +1.867947E-26
1.551527E-02        -7.621311E-21        +1.787092E-26
1.550133E-02        -7.388189E-21        +1.709624E-26
1.548741E-02        -7.162161E-21        +1.635556E-26
1.547349E-02        -6.942695E-21        +1.564510E-26
1.545959E-02        -6.729835E-21        +1.496502E-26
1.544571E-02        -6.523458E-21        +1.431490E-26
1.543183E-02        -6.323070E-21        +1.369119E-26
1.541797E-02        -6.128763E-21        +1.309469E-26
1.540412E-02        -5.940208E-21        +1.252395E-26
1.539028E-02        -5.757295E-21        +1.197772E-26
1.537646E-02        -5.579965E-21        +1.145403E-26
1.536264E-02        -5.407839E-21        +1.095350E-26
1.534884E-02        -5.240909E-21        +1.047424E-26
1.533505E-02        -5.079010E-21        +1.001567E-26
1.532128E-02        -4.921999E-21        +9.576553E-27
1.530752E-02        -4.769731E-21        +9.156504E-27
1.529376E-02        -4.621916E-21        +8.754188E-27
1.528003E-02        -4.478762E-21        +8.369686E-27
1.526630E-02        -4.339780E-21        +8.001434E-27
1.525259E-02        -4.205134E-21        +7.649218E-27
1.523888E-02        -4.074371E-21        +7.311992E-27
1.522519E-02        -3.947656E-21        +6.989482E-27
1.521152E-02        -3.824809E-21        +6.681077E-27
1.519785E-02        -3.705626E-21        +6.385808E-27
1.518420E-02        -3.590110E-21        +6.103453E-27
1.517056E-02        -3.478136E-21        +5.833358E-27
1.515693E-02        -3.369457E-21        +5.574868E-27
1.514332E-02        -3.264212E-21        +5.327767E-27
1.512971E-02        -3.162060E-21        +5.091272E-27
1.511612E-02        -3.063054E-21        +4.865160E-27
1.510254E-02        -2.967032E-21        +4.648860E-27
1.508898E-02        -2.874037E-21        +4.442126E-27
1.507542E-02        -2.783759E-21        +4.244244E-27
1.506188E-02        -2.696320E-21        +4.055049E-27
1.504835E-02        -2.611553E-21        +3.874172E-27
1.503483E-02        -2.529373E-21        +3.701202E-27
1.502132E-02        -2.449743E-21        +3.535695E-27
1.500783E-02        -2.372484E-21        +3.377619E-27
1.499435E-02        -2.297686E-21        +3.226402E-27
1.498088E-02        -2.225164E-21        +3.081896E-27
1.496742E-02        -2.154818E-21        +2.943644E-27
1.495398E-02        -2.086624E-21        +2.811545E-27
1.494054E-02        -2.020558E-21        +2.685191E-27
1.492712E-02        -1.956605E-21        +2.564474E-27
1.491371E-02        -1.894543E-21        +2.449025E-27
1.490031E-02        -1.834371E-21        +2.338722E-27
1.488693E-02        -1.776121E-21        +2.233343E-27
1.487356E-02        -1.719661E-21        +2.132546E-27
1.486020E-02        -1.664980E-21        +2.036282E-27
1.484685E-02        -1.611978E-21        +1.944191E-27
1.483351E-02        -1.560581E-21        +1.856174E-27
1.482018E-02        -1.510839E-21        +1.772121E-27
1.480687E-02        -1.462552E-21        +1.691880E-27
1.479357E-02        -1.415845E-21        +1.615114E-27
1.478028E-02        -1.370618E-21        +1.541736E-27
1.476700E-02        -1.326773E-21        +1.471711E-27
1.475374E-02        -1.284253E-21        +1.404813E-27
1.474048E-02        -1.243008E-21        +1.340832E-27
1.472724E-02        -1.203163E-21        +1.279690E-27
1.471401E-02        -1.164525E-21        +1.221326E-27
1.470079E-02        -1.127157E-21        +1.165617E-27
1.468759E-02        -1.090911E-21        +1.112353E-27
1.467439E-02        -1.055744E-21        +1.061516E-27
1.466121E-02        -1.021773E-21        +1.012985E-27
1.464804E-02        -9.887883E-22        +9.665441E-28
1.463488E-02        -9.568707E-22        +9.222293E-28
1.462174E-02        -9.259783E-22        +8.799393E-28
1.460860E-02        -8.960335E-22        +8.395192E-28
1.459548E-02        -8.670446E-22        +8.009365E-28
1.458237E-02        -8.389689E-22        +7.640967E-28
1.456927E-02        -8.117832E-22        +7.289131E-28
1.455618E-02        -7.854426E-22        +6.953164E-28
1.454310E-02        -7.599352E-22        +6.632371E-28
1.453004E-02        -7.352510E-22        +6.326289E-28
1.451699E-02        -7.113495E-22        +6.033996E-28
1.450395E-02        -6.882008E-22        +5.754975E-28
1.449092E-02        -6.657779E-22        +5.488555E-28
1.447790E-02        -6.440685E-22        +5.234229E-28
1.446489E-02        -6.230453E-22        +4.991427E-28
1.445190E-02        -6.027104E-22        +4.759890E-28
1.443892E-02        -5.830114E-22        +4.538780E-28
1.442595E-02        -5.639383E-22        +4.327778E-28
1.441299E-02        -5.454780E-22        +4.126400E-28
1.440004E-02        -5.275955E-22        +3.934238E-28
1.438710E-02        -5.102885E-22        +3.750806E-28
1.437418E-02        -4.935488E-22        +3.575853E-28
1.436127E-02        -4.773356E-22        +3.408926E-28
1.434837E-02        -4.616401E-22        +3.249626E-28
1.433548E-02        -4.464566E-22        +3.097582E-28
1.432260E-02        -4.317438E-22        +2.952560E-28
1.430973E-02        -4.175145E-22        +2.814111E-28
1.429688E-02        -4.037443E-22        +2.682200E-28
1.428404E-02        -3.904185E-22        +2.556334E-28
1.427120E-02        -3.775023E-22        +2.436134E-28
1.425838E-02        -3.650210E-22        +2.321579E-28
1.424558E-02        -3.529464E-22        +2.212369E-28
1.423278E-02        -3.412496E-22        +2.108137E-28
1.421999E-02        -3.299305E-22        +2.008747E-28
1.420722E-02        -3.189863E-22        +1.913921E-28
1.419446E-02        -3.083907E-22        +1.823545E-28
1.418170E-02        -2.981346E-22        +1.737280E-28
1.416897E-02        -2.882296E-22        +1.655188E-28
1.415624E-02        -2.786267E-22        +1.576734E-28
1.414352E-02        -2.693405E-22        +1.502024E-28
1.413081E-02        -2.603534E-22        +1.430707E-28
1.411812E-02        -2.516698E-22        +1.362813E-28
1.410544E-02        -2.432640E-22        +1.298086E-28
1.409277E-02        -2.351271E-22        +1.236339E-28
1.408011E-02        -2.272581E-22        +1.177473E-28
1.406746E-02        -2.196470E-22        +1.121377E-28
1.405482E-02        -2.122841E-22        +1.067863E-28
1.404220E-02        -2.051648E-22        +1.016884E-28
1.402958E-02        -1.982692E-22        +9.683204E-29
1.401698E-02        -1.916071E-22        +9.220328E-29
1.400439E-02        -1.851630E-22        +8.779164E-29
1.399181E-02        -1.789282E-22        +8.358642E-29
1.397924E-02        -1.729015E-22        +7.957870E-29
1.396668E-02        -1.670731E-22        +7.575954E-29
1.395413E-02        -1.614330E-22        +7.212010E-29
1.394160E-02        -1.559778E-22        +6.865503E-29
1.392907E-02        -1.507055E-22        +6.535020E-29
1.391656E-02        -1.456068E-22        +6.220458E-29
1.390406E-02        -1.406764E-22        +5.920687E-29
1.389157E-02        -1.359054E-22        +5.635102E-29
1.387909E-02        -1.312940E-22        +5.363018E-29
1.386662E-02        -1.268398E-22        +5.103839E-29
1.385417E-02        -1.225298E-22        +4.857151E-29
1.384172E-02        -1.183636E-22        +4.621896E-29
1.382929E-02        -1.143315E-22        +4.398044E-29
1.381686E-02        -1.104347E-22        +4.184714E-29
1.380445E-02        -1.066706E-22        +3.981600E-29
1.379205E-02        -1.030346E-22        +3.788206E-29
1.377966E-02        -9.951535E-23        +3.604034E-29
1.376728E-02        -9.611334E-23        +3.428612E-29
1.375492E-02        -9.282732E-23        +3.261749E-29
1.374256E-02        -8.964877E-23        +3.102701E-29
1.373021E-02        -8.657565E-23        +2.951285E-29
1.371788E-02        -8.360735E-23        +2.807164E-29
1.370556E-02        -8.073826E-23        +2.670055E-29
1.369325E-02        -7.796465E-23        +2.539421E-29
1.368094E-02        -7.528216E-23        +2.415028E-29
1.366865E-02        -7.269142E-23        +2.296692E-29
1.365638E-02        -7.019000E-23        +2.184113E-29
1.364411E-02        -6.777008E-23        +2.076885E-29
1.363185E-02        -6.543164E-23        +1.974750E-29
1.361961E-02        -6.317352E-23        +1.877729E-29
1.360737E-02        -6.098916E-23        +1.785222E-29
1.359515E-02        -5.888014E-23        +1.697335E-29
1.358293E-02        -5.684094E-23        +1.613572E-29
1.357073E-02        -5.487200E-23        +1.534024E-29
1.355854E-02        -5.296966E-23        +1.458257E-29
1.354636E-02        -5.113182E-23        +1.386161E-29
1.353419E-02        -4.935560E-23        +1.317548E-29
1.352204E-02        -4.764053E-23        +1.252348E-29
1.350989E-02        -4.598269E-23        +1.190201E-29
1.349775E-02        -4.438140E-23        +1.131204E-29
1.348563E-02        -4.283517E-23        +1.075050E-29
1.347351E-02        -4.134033E-23        +1.021619E-29
1.346141E-02        -3.989749E-23        +9.707857E-30
1.344932E-02        -3.850418E-23        +9.224686E-30
1.343723E-02        -3.715654E-23        +8.764761E-30
1.342516E-02        -3.585580E-23        +8.327673E-30
1.341310E-02        -3.459986E-23        +7.912025E-30
1.340105E-02        -3.338748E-23        +7.516734E-30
1.338902E-02        -3.221687E-23        +7.141119E-30
1.337699E-02        -3.108508E-23        +6.783662E-30
1.336497E-02        -2.999212E-23        +6.443785E-30
1.335297E-02        -2.893775E-23        +6.120866E-30
1.334097E-02        -2.791832E-23        +5.813580E-30
1.332899E-02        -2.693466E-23        +5.521734E-30
1.331701E-02        -2.598479E-23        +5.244053E-30
1.330505E-02        -2.506765E-23        +4.980304E-30
1.329310E-02        -2.418232E-23        +4.729564E-30
1.328116E-02        -2.332770E-23        +4.491236E-30
1.326923E-02        -2.250202E-23        +4.264712E-30
1.325731E-02        -2.170517E-23        +4.049340E-30
1.324540E-02        -2.093606E-23        +3.844764E-30
1.323350E-02        -2.019290E-23        +3.650244E-30
1.322161E-02        -1.947570E-23        +3.465447E-30
1.320973E-02        -1.878413E-23        +3.289808E-30
1.319787E-02        -1.811620E-23        +3.123134E-30
1.318601E-02        -1.747144E-23        +2.964565E-30
1.317417E-02        -1.684919E-23        +2.813995E-30
1.316233E-02        -1.624827E-23        +2.670925E-30
1.315051E-02        -1.566870E-23        +2.535031E-30
1.313869E-02        -1.510852E-23        +2.405798E-30
1.312689E-02        -1.456788E-23        +2.283221E-30
1.311510E-02        -1.404699E-23        +2.166790E-30
1.310332E-02        -1.354406E-23        +2.056128E-30
1.309155E-02        -1.305899E-23        +1.951027E-30
1.307979E-02        -1.259079E-23        +1.851196E-30
1.306804E-02        -1.213856E-23        +1.756428E-30
1.305630E-02        -1.170231E-23        +1.666433E-30
1.304457E-02        -1.128182E-23        +1.581000E-30
1.303285E-02        -1.087542E-23        +1.499842E-30
1.302114E-02        -1.048378E-23        +1.422760E-30
1.300945E-02        -1.010562E-23        +1.349614E-30
1.299776E-02        -9.741375E-24        +1.280092E-30
1.298608E-02        -9.389443E-24        +1.214147E-30
1.297442E-02        -9.050245E-24        +1.151620E-30
1.296276E-02        -8.722790E-24        +1.092137E-30
1.295112E-02        -8.407153E-24        +1.035772E-30
1.293948E-02        -8.102393E-24        +9.821797E-31
1.292786E-02        -7.808647E-24        +9.313728E-31
1.291625E-02        -7.525327E-24        +8.831490E-31
1.290464E-02        -7.251748E-24        +8.373493E-31
1.289305E-02        -6.988228E-24        +7.939228E-31
1.288147E-02        -6.733973E-24        +7.527038E-31
1.286990E-02        -6.488771E-24        +7.135983E-31
1.285834E-02        -6.252315E-24        +6.764820E-31
1.284678E-02        -6.024033E-24        +6.412423E-31
1.283524E-02        -5.804110E-24        +6.078325E-31
1.282371E-02        -5.592035E-24        +5.761327E-31
1.281219E-02        -5.387452E-24        +5.460618E-31
1.280069E-02        -5.190478E-24        +5.175566E-31
1.278919E-02        -5.000301E-24        +4.904953E-31
1.277770E-02        -4.816909E-24        +4.648180E-31
1.276622E-02        -4.640169E-24        +4.404714E-31
1.275475E-02        -4.469704E-24        +4.173769E-31
1.274329E-02        -4.305325E-24        +3.954677E-31
1.273185E-02        -4.147047E-24        +3.747174E-31
1.272041E-02        -3.994316E-24        +3.550139E-31
1.270898E-02        -3.847140E-24        +3.363339E-31
1.269756E-02        -3.705163E-24        +3.186185E-31
1.268616E-02        -3.568481E-24        +3.018332E-31
1.267476E-02        -3.436645E-24        +2.859075E-31
1.266338E-02        -3.309607E-24        +2.708205E-31
1.265200E-02        -3.187046E-24        +2.565058E-31
1.264063E-02        -3.068963E-24        +2.429370E-31
1.262928E-02        -2.955258E-24        +2.300852E-31
1.261793E-02        -2.845541E-24        +2.178888E-31
1.260660E-02        -2.739907E-24        +2.063394E-31
1.259528E-02        -2.638145E-24        +1.953950E-31
1.258396E-02        -2.539983E-24        +1.850088E-31
1.257266E-02        -2.445483E-24        +1.751782E-31
1.256136E-02        -2.354300E-24        +1.658547E-31
1.255008E-02        -2.266563E-24        +1.570192E-31
1.253880E-02        -2.181860E-24        +1.486506E-31
1.252754E-02        -2.100408E-24        +1.407192E-31
1.251629E-02        -2.021932E-24        +1.332132E-31
1.250504E-02        -1.946186E-24        +1.260895E-31
1.249381E-02        -1.873307E-24        +1.193489E-31
1.248259E-02        -1.803193E-24        +1.129568E-31
1.247137E-02        -1.735508E-24        +1.068982E-31
1.246017E-02        -1.670292E-24        +1.011713E-31
1.244898E-02        -1.607553E-24        +9.573970E-32
1.243779E-02        -1.547059E-24        +9.059341E-32
1.242662E-02        -1.488898E-24        +8.572317E-32
1.241546E-02        -1.432824E-24        +8.111048E-32
1.240430E-02        -1.378712E-24        +7.673923E-32
1.239316E-02        -1.326727E-24        +7.260269E-32
1.238203E-02        -1.276640E-24        +6.868584E-32
1.237091E-02        -1.228431E-24        +6.497761E-32
1.235979E-02        -1.181891E-24        +6.146313E-32
1.234869E-02        -1.137171E-24        +5.813873E-32
1.233760E-02        -1.094061E-24        +5.499128E-32
1.232651E-02        -1.052582E-24        +5.200917E-32
1.231544E-02        -1.012563E-24        +4.918880E-32
1.230438E-02        -9.741403E-25        +4.651860E-32
1.229332E-02        -9.370808E-25        +4.398926E-32
1.228228E-02        -9.014227E-25        +4.159747E-32
1.227125E-02        -8.671055E-25        +3.933387E-32
1.226022E-02        -8.340262E-25        +3.718968E-32
1.224921E-02        -8.022195E-25        +3.516270E-32
1.223821E-02        -7.715902E-25        +3.324414E-32
1.222721E-02        -7.420877E-25        +3.142729E-32
1.221623E-02        -7.137090E-25        +2.970955E-32
1.220525E-02        -6.863711E-25        +2.808281E-32
1.219429E-02        -6.600839E-25        +2.654511E-32
1.218334E-02        -6.347821E-25        +2.509075E-32
1.217239E-02        -6.104049E-25        +2.371290E-32
1.216146E-02        -5.869667E-25        +2.241168E-32
1.215053E-02        -5.643937E-25        +2.117911E-32
1.213962E-02        -5.426872E-25        +2.001514E-32
1.212871E-02        -5.217704E-25        +1.891283E-32
1.211782E-02        -5.016696E-25        +1.787110E-32
1.210693E-02        -4.823157E-25        +1.688435E-32
1.209605E-02        -4.636817E-25        +1.595225E-32
1.208519E-02        -4.457727E-25        +1.507167E-32
1.207433E-02        -4.285335E-25        +1.423800E-32
1.206349E-02        -4.119570E-25        +1.344998E-32
1.205265E-02        -3.959856E-25        +1.270495E-32
1.204182E-02        -3.806307E-25        +1.200064E-32
1.203100E-02        -3.658555E-25        +1.133427E-32
1.202020E-02        -3.516597E-25        +1.070518E-32
1.200940E-02        -3.379809E-25        +1.010951E-32
1.199861E-02        -3.248307E-25        +9.547329E-33
1.198783E-02        -3.121868E-25        +9.015640E-33
1.197706E-02        -3.000144E-25        +8.513108E-33
1.196630E-02        -2.883184E-25        +8.038150E-33
1.195555E-02        -2.770616E-25        +7.589354E-33
1.194481E-02        -2.662342E-25        +7.165239E-33
1.193408E-02        -2.558251E-25        +6.764502E-33
1.192336E-02        -2.458142E-25        +6.385853E-33
1.191265E-02        -2.361835E-25        +6.028101E-33
1.190195E-02        -2.269301E-25        +5.690133E-33
1.189126E-02        -2.180258E-25        +5.370779E-33
1.188058E-02        -2.094616E-25        +5.069128E-33
1.186991E-02        -2.012347E-25        +4.784189E-33
1.185924E-02        -1.933105E-25        +4.514815E-33
1.184859E-02        -1.857020E-25        +4.260611E-33
1.183795E-02        -1.783836E-25        +4.020446E-33
1.182731E-02        -1.713468E-25        +3.793493E-33
1.181669E-02        -1.645868E-25        +3.579386E-33
1.180607E-02        -1.580877E-25        +3.377021E-33
1.179547E-02        -1.518360E-25        +3.186089E-33
1.178487E-02        -1.458266E-25        +3.005626E-33
1.177428E-02        -1.400477E-25        +2.835229E-33
1.176371E-02        -1.345023E-25        +2.674531E-33
1.175314E-02        -1.291628E-25        +2.522648E-33
1.174258E-02        -1.240407E-25        +2.379316E-33
1.173203E-02        -1.191089E-25        +2.243963E-33
1.172149E-02        -1.143674E-25        +2.116267E-33
1.171096E-02        -1.098151E-25        +1.995728E-33
1.170044E-02        -1.054420E-25        +1.881874E-33
1.168993E-02        -1.012385E-25        +1.774486E-33
1.167943E-02        -9.719768E-26        +1.673162E-33
1.166894E-02        -9.331555E-26        +1.577521E-33
1.165846E-02        -8.958666E-26        +1.487333E-33
1.164798E-02        -8.599924E-26        +1.402059E-33
1.163752E-02        -8.255681E-26        +1.321740E-33
1.162707E-02        -7.924988E-26        +1.245982E-33
1.161662E-02        -7.606954E-26        +1.174358E-33
1.160619E-02        -7.301697E-26        +1.106964E-33
1.159576E-02        -7.008219E-26        +1.043288E-33
1.158534E-02        -6.726316E-26        +9.831688E-34
1.157494E-02        -6.455761E-26        +9.265560E-34
1.156454E-02        -6.195702E-26        +8.731214E-34
1.155415E-02        -5.945843E-26        +8.227161E-34
1.154377E-02        -5.705951E-26        +7.751878E-34
1.153340E-02        -5.475536E-26        +7.303677E-34
1.152304E-02        -5.254205E-26        +6.881055E-34
1.151269E-02        -5.041656E-26        +6.482528E-34
1.150235E-02        -4.837580E-26        +6.106802E-34
1.149201E-02        -4.641408E-26        +5.752310E-34
1.148169E-02        -4.453288E-26        +5.418303E-34
1.147138E-02        -4.272566E-26        +5.103568E-34
1.146107E-02        -4.098946E-26        +4.806481E-34
1.145078E-02        -3.932373E-26        +4.526795E-34
1.144049E-02        -3.772242E-26        +4.262954E-34
1.143021E-02        -3.618587E-26        +4.014183E-34
1.141994E-02        -3.471036E-26        +3.779838E-34
1.140969E-02        -3.329595E-26        +3.559155E-34
1.139944E-02        -3.193613E-26        +3.351001E-34
1.138920E-02        -3.063113E-26        +3.154894E-34
1.137896E-02        -2.937692E-26        +2.969958E-34
1.136874E-02        -2.817476E-26        +2.795860E-34
1.135853E-02        -2.702056E-26        +2.631822E-34
1.134833E-02        -2.591314E-26        +2.477324E-34
1.133813E-02        -2.484874E-26        +2.331563E-34
1.132795E-02        -2.382907E-26        +2.194485E-34
1.131777E-02        -2.284859E-26        +2.065158E-34
1.130760E-02        -2.190883E-26        +1.943407E-34
1.129745E-02        -2.100703E-26        +1.828921E-34
1.128730E-02        -2.014123E-26        +1.720902E-34
1.127716E-02        -1.931031E-26        +1.619165E-34
1.126703E-02        -1.851255E-26        +1.523398E-34
1.125691E-02        -1.774848E-26        +1.433209E-34
1.124679E-02        -1.701375E-26        +1.348226E-34
1.123669E-02        -1.630971E-26        +1.268385E-34
1.122660E-02        -1.563452E-26        +1.193130E-34
1.121651E-02        -1.498574E-26        +1.122190E-34
1.120644E-02        -1.436445E-26        +1.055500E-34
1.119637E-02        -1.376752E-26        +9.926773E-35
1.118631E-02        -1.319465E-26        +9.335421E-35
1.117626E-02        -1.264574E-26        +8.778844E-35
1.116622E-02        -1.211970E-26        +8.255042E-35
1.115619E-02        -1.161471E-26        +7.762116E-35
1.114617E-02        -1.113057E-26        +7.298268E-35
1.113616E-02        -1.066556E-26        +6.861801E-35
1.112615E-02        -1.021994E-26        +6.450719E-35
1.111616E-02        -9.792601E-27        +6.064347E-35
1.110617E-02        -9.382601E-27        +5.700504E-35
1.109620E-02        -8.989873E-27        +5.358532E-35
1.108623E-02        -8.612935E-27        +5.036529E-35
1.107627E-02        -8.251565E-27        +4.733580E-35
1.106632E-02        -7.904995E-27        +4.448742E-35
1.105638E-02        -7.572803E-27        +4.180747E-35
1.104645E-02        -7.254376E-27        +3.928700E-35
1.103652E-02        -6.948737E-27        +3.691536E-35
1.102661E-02        -6.656078E-27        +3.468668E-35
1.101670E-02        -6.375224E-27        +3.258922E-35
1.100681E-02        -6.106330E-27        +3.061844E-35
1.099692E-02        -5.848346E-27        +2.876416E-35
1.098704E-02        -5.601058E-27        +2.702056E-35
1.097717E-02        -5.364052E-27        +2.538151E-35
1.096731E-02        -5.136852E-27        +2.384018E-35
1.095746E-02        -4.919220E-27        +2.239152E-35
1.094761E-02        -4.710381E-27        +2.102908E-35
1.093778E-02        -4.510520E-27        +1.974969E-35
1.092795E-02        -4.318682E-27        +1.854582E-35
1.091814E-02        -4.135200E-27        +1.741579E-35
1.090833E-02        -3.959134E-27        +1.635246E-35
1.089853E-02        -3.790454E-27        +1.535382E-35
1.088874E-02        -3.628785E-27        +1.441502E-35
1.087896E-02        -3.473989E-27        +1.353305E-35
1.086918E-02        -3.325449E-27        +1.270397E-35
1.085942E-02        -3.183351E-27        +1.192555E-35
1.084967E-02        -3.047238E-27        +1.119400E-35
1.083992E-02        -2.916694E-27        +1.050649E-35
1.083018E-02        -2.791733E-27        +9.860504E-36
1.082045E-02        -2.671971E-27        +9.253878E-36
1.081073E-02        -2.557215E-27        +8.684138E-36
1.080102E-02        -2.447355E-27        +8.149154E-36
1.079132E-02        -2.342179E-27        +7.646660E-36
1.078162E-02        -2.241302E-27        +7.174364E-36
1.077194E-02        -2.144814E-27        +6.731348E-36
1.076226E-02        -2.052249E-27        +6.314985E-36
1.075259E-02        -1.963752E-27        +5.924054E-36
1.074294E-02        -1.878963E-27        +5.557422E-36
1.073328E-02        -1.797687E-27        +5.212575E-36
1.072364E-02        -1.719906E-27        +4.889218E-36
1.071401E-02        -1.645507E-27        +4.585685E-36
1.070439E-02        -1.574215E-27        +4.300780E-36
1.069477E-02        -1.505942E-27        +4.033126E-36
1.068516E-02        -1.440572E-27        +3.781929E-36
1.067556E-02        -1.377994E-27        +3.546193E-36
1.066597E-02        -1.318025E-27        +3.325001E-36
1.065639E-02        -1.260655E-27        +3.117384E-36
1.064682E-02        -1.205782E-27        +2.922700E-36
1.063725E-02        -1.153245E-27        +2.739797E-36
1.062770E-02        -1.102960E-27        +2.568433E-36
1.061815E-02        -1.054729E-27        +2.407463E-36
1.060861E-02        -1.008603E-27        +2.256467E-36
1.059908E-02        -9.645265E-28        +2.114841E-36
1.058956E-02        -9.223115E-28        +1.981989E-36
1.058005E-02        -8.819066E-28        +1.857409E-36
1.057055E-02        -8.432501E-28        +1.740598E-36
1.056105E-02        -8.062316E-28        +1.630949E-36
1.055156E-02        -7.708046E-28        +1.528168E-36
1.054208E-02        -7.369082E-28        +1.431688E-36
1.053261E-02        -7.044818E-28        +1.341288E-36
1.052315E-02        -6.734648E-28        +1.256564E-36
1.051370E-02        -6.437957E-28        +1.177125E-36
1.050425E-02        -6.153772E-28        +1.102582E-36
1.049482E-02        -5.882272E-28        +1.032717E-36
1.048539E-02        -5.622283E-28        +9.672340E-37
1.047597E-02        -5.373596E-28        +9.058336E-37
1.046656E-02        -5.135721E-28        +8.482918E-37
1.045716E-02        -4.908320E-28        +7.943679E-37
1.044776E-02        -4.690504E-28        +7.437808E-37
1.043838E-02        -4.482508E-28        +6.964358E-37
1.042900E-02        -4.283382E-28        +6.520230E-37
1.041963E-02        -4.092884E-28        +6.104139E-37
1.041027E-02        -3.910866E-28        +5.714371E-37
1.040092E-02        -3.736750E-28        +5.349222E-37
1.039158E-02        -3.570241E-28        +5.007108E-37
1.038224E-02        -3.410944E-28        +4.686369E-37
1.037292E-02        -3.258731E-28        +4.386218E-37
1.036360E-02        -3.113137E-28        +4.104875E-37
1.035429E-02        -2.973869E-28        +3.841305E-37
1.034499E-02        -2.840872E-28        +3.594575E-37
1.033569E-02        -2.713461E-28        +3.363261E-37
1.032641E-02        -2.591882E-28        +3.146936E-37
1.031713E-02        -2.475569E-28        +2.944068E-37
1.030787E-02        -2.364479E-28        +2.754456E-37
1.029861E-02        -2.258179E-28        +2.576708E-37
1.028935E-02        -2.156555E-28        +2.410148E-37
1.028011E-02        -2.059460E-28        +2.254355E-37
1.027088E-02        -1.966744E-28        +2.108612E-37
1.026165E-02        -1.877954E-28        +1.971998E-37
1.025243E-02        -1.793239E-28        +1.844163E-37
1.024322E-02        -1.712149E-28        +1.724518E-37
1.023402E-02        -1.634757E-28        +1.612633E-37
1.022483E-02        -1.560851E-28        +1.507840E-37
1.021564E-02        -1.490080E-28        +1.409714E-37
1.020646E-02        -1.422517E-28        +1.317885E-37
1.019730E-02        -1.358111E-28        +1.232125E-37
1.018814E-02        -1.296437E-28        +1.151767E-37
1.017898E-02        -1.237411E-28        +1.076602E-37
1.016984E-02        -1.181151E-28        +1.006309E-37
1.016070E-02        -1.127417E-28        +9.404563E-38
1.015158E-02        -1.076058E-28        +8.789685E-38
1.014246E-02        -1.027028E-28        +8.214024E-38
1.013335E-02        -9.801214E-29        +7.675670E-38
1.012424E-02        -9.353223E-29        +7.171694E-38
1.011515E-02        -8.925839E-29        +6.701066E-38
1.010606E-02        -8.517299E-29        +6.260473E-38
1.009698E-02        -8.127183E-29        +5.848621E-38
1.008791E-02        -7.754687E-29        +5.463604E-38
1.007885E-02        -7.399085E-29        +5.103638E-38
1.006980E-02        -7.059493E-29        +4.767278E-38
1.006075E-02        -6.734944E-29        +4.452425E-38
1.005171E-02        -6.425121E-29        +4.158233E-38
1.004268E-02        -6.129406E-29        +3.883298E-38
1.003366E-02        -5.847100E-29        +3.626324E-38
1.002465E-02        -5.577602E-29        +3.386202E-38
1.001564E-02        -5.320112E-29        +3.161590E-38
