# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# T (MeV)           dP_int/dT (e^4) [MeV^3]
2.007673E+01        -4.078696E-01
2.005870E+01        -4.067000E-01
2.004068E+01        -4.055301E-01
2.002267E+01        -4.043690E-01
2.000469E+01        -4.032095E-01
1.998672E+01        -4.020497E-01
1.996876E+01        -4.008987E-01
1.995082E+01        -3.997487E-01
1.993290E+01        -3.985989E-01
1.991500E+01        -3.974586E-01
1.989711E+01        -3.963188E-01
1.987923E+01        -3.951785E-01
1.986137E+01        -3.940477E-01
1.984353E+01        -3.929179E-01
1.982571E+01        -3.917884E-01
1.980790E+01        -3.906677E-01
1.979010E+01        -3.895382E-01
1.977232E+01        -3.884266E-01
1.975456E+01        -3.873076E-01
1.973682E+01        -3.861973E-01
1.971909E+01        -3.850874E-01
1.970137E+01        -3.839864E-01
1.968368E+01        -3.828870E-01
1.966599E+01        -3.817866E-01
1.964833E+01        -3.806871E-01
1.963068E+01        -3.795964E-01
1.961304E+01        -3.785062E-01
1.959542E+01        -3.774254E-01
1.957782E+01        -3.763365E-01
1.956023E+01        -3.752557E-01
1.954266E+01        -3.741850E-01
1.952511E+01        -3.731063E-01
1.950757E+01        -3.720356E-01
1.949004E+01        -3.709745E-01
1.947253E+01        -3.699053E-01
1.945504E+01        -3.688448E-01
1.943757E+01        -3.677853E-01
1.942010E+01        -3.667341E-01
1.940266E+01        -3.656753E-01
1.938523E+01        -3.646338E-01
1.936782E+01        -3.635849E-01
1.935042E+01        -3.625441E-01
1.933303E+01        -3.614946E-01
1.931567E+01        -3.604635E-01
1.929832E+01        -3.594245E-01
1.928098E+01        -3.583936E-01
1.926366E+01        -3.573637E-01
1.924635E+01        -3.563427E-01
1.922906E+01        -3.553228E-01
1.921179E+01        -3.543031E-01
1.919453E+01        -3.532831E-01
1.917729E+01        -3.522725E-01
1.916006E+01        -3.512533E-01
1.914285E+01        -3.502519E-01
1.912565E+01        -3.492426E-01
1.910847E+01        -3.482419E-01
1.909131E+01        -3.472423E-01
1.907416E+01        -3.462424E-01
1.905702E+01        -3.452514E-01
1.903990E+01        -3.442614E-01
1.902280E+01        -3.432717E-01
1.900571E+01        -3.422818E-01
1.898864E+01        -3.413012E-01
1.897158E+01        -3.403212E-01
1.895454E+01        -3.393414E-01
1.893751E+01        -3.383705E-01
1.892050E+01        -3.374007E-01
1.890350E+01        -3.364306E-01
1.888652E+01        -3.354700E-01
1.886956E+01        -3.345012E-01
1.885260E+01        -3.335400E-01
1.883567E+01        -3.325804E-01
1.881875E+01        -3.316297E-01
1.880184E+01        -3.306795E-01
1.878495E+01        -3.297296E-01
1.876808E+01        -3.287800E-01
1.875122E+01        -3.278392E-01
1.873437E+01        -3.268990E-01
1.871755E+01        -3.259596E-01
1.870073E+01        -3.250194E-01
1.868393E+01        -3.240886E-01
1.866715E+01        -3.231589E-01
1.865038E+01        -3.222289E-01
1.863362E+01        -3.213078E-01
1.861689E+01        -3.203884E-01
1.860016E+01        -3.194590E-01
1.858345E+01        -3.185474E-01
1.856676E+01        -3.176285E-01
1.855008E+01        -3.167177E-01
1.853342E+01        -3.158080E-01
1.851677E+01        -3.149072E-01
1.850013E+01        -3.139978E-01
1.848351E+01        -3.130969E-01
1.846691E+01        -3.121973E-01
1.845032E+01        -3.112973E-01
1.843375E+01        -3.104068E-01
1.841719E+01        -3.095168E-01
1.840064E+01        -3.086266E-01
1.838411E+01        -3.077458E-01
1.836760E+01        -3.068570E-01
1.835110E+01        -3.059762E-01
1.833461E+01        -3.050960E-01
1.831814E+01        -3.042162E-01
1.830169E+01        -3.033457E-01
1.828525E+01        -3.024758E-01
1.826882E+01        -3.016057E-01
1.825241E+01        -3.007449E-01
1.823601E+01        -2.998757E-01
1.821963E+01        -2.990150E-01
1.820327E+01        -2.981555E-01
1.818691E+01        -2.973043E-01
1.817058E+01        -2.964456E-01
1.815425E+01        -2.955945E-01
1.813794E+01        -2.947445E-01
1.812165E+01        -2.939039E-01
1.810537E+01        -2.930548E-01
1.808911E+01        -2.922142E-01
1.807286E+01        -2.913743E-01
1.805662E+01        -2.905341E-01
1.804040E+01        -2.897033E-01
1.802420E+01        -2.888737E-01
1.800800E+01        -2.880434E-01
1.799183E+01        -2.872138E-01
1.797567E+01        -2.863931E-01
1.795952E+01        -2.855640E-01
1.794338E+01        -2.847428E-01
1.792727E+01        -2.839325E-01
1.791116E+01        -2.831131E-01
1.789507E+01        -2.823023E-01
1.787900E+01        -2.814927E-01
1.786294E+01        -2.806828E-01
1.784689E+01        -2.798727E-01
1.783086E+01        -2.790720E-01
1.781484E+01        -2.782720E-01
1.779884E+01        -2.774722E-01
1.778285E+01        -2.766723E-01
1.776687E+01        -2.758721E-01
1.775091E+01        -2.750813E-01
1.773497E+01        -2.742916E-01
1.771903E+01        -2.735013E-01
1.770312E+01        -2.727208E-01
1.768721E+01        -2.719315E-01
1.767132E+01        -2.711506E-01
1.765545E+01        -2.703709E-01
1.763959E+01        -2.696000E-01
1.762374E+01        -2.688208E-01
1.760791E+01        -2.680501E-01
1.759210E+01        -2.672805E-01
1.757629E+01        -2.665103E-01
1.756050E+01        -2.657494E-01
1.754473E+01        -2.649806E-01
1.752897E+01        -2.642198E-01
1.751322E+01        -2.634597E-01
1.749749E+01        -2.627090E-01
1.748177E+01        -2.619499E-01
1.746607E+01        -2.611993E-01
1.745038E+01        -2.604493E-01
1.743470E+01        -2.596992E-01
1.741904E+01        -2.589494E-01
1.740339E+01        -2.582084E-01
1.738776E+01        -2.574687E-01
1.737214E+01        -2.567287E-01
1.735653E+01        -2.559886E-01
1.734094E+01        -2.552488E-01
1.732536E+01        -2.545178E-01
1.730980E+01        -2.537880E-01
1.729425E+01        -2.530581E-01
1.727871E+01        -2.523280E-01
1.726319E+01        -2.516072E-01
1.724768E+01        -2.508872E-01
1.723219E+01        -2.501583E-01
1.721671E+01        -2.494465E-01
1.720124E+01        -2.487274E-01
1.718579E+01        -2.480075E-01
1.717035E+01        -2.472966E-01
1.715493E+01        -2.465869E-01
1.713952E+01        -2.458770E-01
1.712412E+01        -2.451669E-01
1.710874E+01        -2.444661E-01
1.709337E+01        -2.437662E-01
1.707801E+01        -2.430660E-01
1.706267E+01        -2.423661E-01
1.704735E+01        -2.416666E-01
1.703203E+01        -2.409754E-01
1.701673E+01        -2.402764E-01
1.700144E+01        -2.395854E-01
1.698617E+01        -2.388956E-01
1.697091E+01        -2.382147E-01
1.695567E+01        -2.375259E-01
1.694044E+01        -2.368451E-01
1.692522E+01        -2.361651E-01
1.691001E+01        -2.354849E-01
1.689482E+01        -2.348140E-01
1.687965E+01        -2.341353E-01
1.686448E+01        -2.334642E-01
1.684933E+01        -2.327942E-01
1.683420E+01        -2.321245E-01
1.681908E+01        -2.314547E-01
1.680397E+01        -2.307847E-01
1.678887E+01        -2.301236E-01
1.677379E+01        -2.294638E-01
1.675872E+01        -2.288037E-01
1.674367E+01        -2.281440E-01
1.672863E+01        -2.274841E-01
1.671360E+01        -2.268331E-01
1.669858E+01        -2.261829E-01
1.668358E+01        -2.255330E-01
1.666860E+01        -2.248834E-01
1.665362E+01        -2.242332E-01
1.663866E+01        -2.235923E-01
1.662372E+01        -2.229526E-01
1.660878E+01        -2.223124E-01
1.659386E+01        -2.216725E-01
1.657896E+01        -2.210328E-01
1.656406E+01        -2.203926E-01
1.654918E+01        -2.197617E-01
1.653432E+01        -2.191320E-01
1.651946E+01        -2.185018E-01
1.650462E+01        -2.178718E-01
1.648980E+01        -2.172421E-01
1.647498E+01        -2.166209E-01
1.646018E+01        -2.160010E-01
1.644540E+01        -2.153813E-01
1.643062E+01        -2.147521E-01
1.641587E+01        -2.141406E-01
1.640112E+01        -2.135215E-01
1.638639E+01        -2.129107E-01
1.637166E+01        -2.123004E-01
1.635696E+01        -2.116907E-01
1.634226E+01        -2.110805E-01
1.632758E+01        -2.104706E-01
1.631292E+01        -2.098609E-01
1.629826E+01        -2.092598E-01
1.628362E+01        -2.086599E-01
1.626899E+01        -2.080598E-01
1.625438E+01        -2.074601E-01
1.623978E+01        -2.068602E-01
1.622519E+01        -2.062692E-01
1.621061E+01        -2.056791E-01
1.619605E+01        -2.050802E-01
1.618150E+01        -2.044893E-01
1.616697E+01        -2.039086E-01
1.615244E+01        -2.033193E-01
1.613793E+01        -2.027294E-01
1.612344E+01        -2.021487E-01
1.610895E+01        -2.015685E-01
1.609448E+01        -2.009886E-01
1.608002E+01        -2.004086E-01
1.606558E+01        -1.998379E-01
1.605115E+01        -1.992590E-01
1.603673E+01        -1.986880E-01
1.602232E+01        -1.981179E-01
1.600793E+01        -1.975481E-01
1.599355E+01        -1.969782E-01
1.597918E+01        -1.964081E-01
1.596483E+01        -1.958473E-01
1.595048E+01        -1.952780E-01
1.593616E+01        -1.947174E-01
1.592184E+01        -1.941573E-01
1.590754E+01        -1.935975E-01
1.589325E+01        -1.930465E-01
1.587897E+01        -1.924875E-01
1.586471E+01        -1.919367E-01
1.585045E+01        -1.913774E-01
1.583622E+01        -1.908268E-01
1.582199E+01        -1.902857E-01
1.580778E+01        -1.897369E-01
1.579358E+01        -1.891869E-01
1.577939E+01        -1.886459E-01
1.576521E+01        -1.880968E-01
1.575105E+01        -1.875559E-01
1.573690E+01        -1.870159E-01
1.572277E+01        -1.864852E-01
1.570864E+01        -1.859460E-01
1.569453E+01        -1.854061E-01
1.568043E+01        -1.848751E-01
1.566635E+01        -1.843454E-01
1.565227E+01        -1.838152E-01
1.563821E+01        -1.832852E-01
1.562416E+01        -1.827552E-01
1.561013E+01        -1.822344E-01
1.559611E+01        -1.817056E-01
1.558210E+01        -1.811847E-01
1.556810E+01        -1.806646E-01
1.555411E+01        -1.801445E-01
1.554014E+01        -1.796246E-01
1.552618E+01        -1.791047E-01
1.551223E+01        -1.785936E-01
1.549830E+01        -1.780749E-01
1.548438E+01        -1.775640E-01
1.547047E+01        -1.770540E-01
1.545657E+01        -1.765440E-01
1.544268E+01        -1.760338E-01
1.542881E+01        -1.755240E-01
1.541495E+01        -1.750230E-01
1.540110E+01        -1.745229E-01
1.538727E+01        -1.740142E-01
1.537345E+01        -1.735133E-01
1.535964E+01        -1.730133E-01
1.534584E+01        -1.725223E-01
1.533205E+01        -1.720232E-01
1.531828E+01        -1.715234E-01
1.530452E+01        -1.710324E-01
1.529077E+01        -1.705424E-01
1.527703E+01        -1.700523E-01
1.526331E+01        -1.695624E-01
1.524960E+01        -1.690725E-01
1.523590E+01        -1.685825E-01
1.522221E+01        -1.681014E-01
1.520854E+01        -1.676127E-01
1.519488E+01        -1.671317E-01
1.518123E+01        -1.666518E-01
1.516759E+01        -1.661717E-01
1.515396E+01        -1.656916E-01
1.514035E+01        -1.652207E-01
1.512675E+01        -1.647418E-01
1.511316E+01        -1.642708E-01
1.509959E+01        -1.637921E-01
1.508602E+01        -1.633209E-01
1.507247E+01        -1.628510E-01
1.505893E+01        -1.623810E-01
1.504540E+01        -1.619199E-01
1.503189E+01        -1.614512E-01
1.501838E+01        -1.609811E-01
1.500489E+01        -1.605201E-01
1.499141E+01        -1.600601E-01
1.497795E+01        -1.596004E-01
1.496449E+01        -1.591402E-01
1.495105E+01        -1.586804E-01
1.493762E+01        -1.582204E-01
1.492420E+01        -1.577693E-01
1.491079E+01        -1.573104E-01
1.489740E+01        -1.568595E-01
1.488401E+01        -1.564093E-01
1.487064E+01        -1.559593E-01
1.485729E+01        -1.555097E-01
1.484394E+01        -1.550596E-01
1.483060E+01        -1.546184E-01
1.481728E+01        -1.541696E-01
1.480397E+01        -1.537286E-01
1.479067E+01        -1.532797E-01
1.477739E+01        -1.528388E-01
1.476411E+01        -1.523987E-01
1.475085E+01        -1.519588E-01
1.473760E+01        -1.515189E-01
1.472436E+01        -1.510878E-01
1.471113E+01        -1.506489E-01
1.469792E+01        -1.502180E-01
1.468471E+01        -1.497878E-01
1.467152E+01        -1.493490E-01
1.465834E+01        -1.489268E-01
1.464517E+01        -1.484979E-01
1.463202E+01        -1.480681E-01
1.461887E+01        -1.476380E-01
1.460574E+01        -1.472170E-01
1.459262E+01        -1.467882E-01
1.457951E+01        -1.463670E-01
1.456641E+01        -1.459470E-01
1.455333E+01        -1.455272E-01
1.454026E+01        -1.451074E-01
1.452719E+01        -1.446871E-01
1.451414E+01        -1.442672E-01
1.450111E+01        -1.438564E-01
1.448808E+01        -1.434374E-01
1.447506E+01        -1.430262E-01
1.446206E+01        -1.426163E-01
1.444907E+01        -1.422064E-01
1.443609E+01        -1.417964E-01
1.442312E+01        -1.413864E-01
1.441017E+01        -1.409767E-01
1.439722E+01        -1.405754E-01
1.438429E+01        -1.401667E-01
1.437137E+01        -1.397656E-01
1.435846E+01        -1.393657E-01
1.434556E+01        -1.389568E-01
1.433267E+01        -1.385556E-01
1.431980E+01        -1.381558E-01
1.430693E+01        -1.377645E-01
1.429408E+01        -1.373658E-01
1.428124E+01        -1.369658E-01
1.426841E+01        -1.365747E-01
1.425559E+01        -1.361847E-01
1.424279E+01        -1.357860E-01
1.422999E+01        -1.353947E-01
1.421721E+01        -1.350049E-01
1.420444E+01        -1.346150E-01
1.419168E+01        -1.342250E-01
1.417893E+01        -1.338438E-01
1.416619E+01        -1.334550E-01
1.415347E+01        -1.330740E-01
1.414075E+01        -1.326939E-01
1.412805E+01        -1.323052E-01
1.411536E+01        -1.319241E-01
1.410268E+01        -1.315441E-01
1.409001E+01        -1.311641E-01
1.407735E+01        -1.307841E-01
1.406470E+01        -1.304128E-01
1.405207E+01        -1.300342E-01
1.403945E+01        -1.296631E-01
1.402684E+01        -1.292844E-01
1.401423E+01        -1.289130E-01
1.400165E+01        -1.285433E-01
1.398907E+01        -1.281733E-01
1.397650E+01        -1.278032E-01
1.396395E+01        -1.274334E-01
1.395140E+01        -1.270633E-01
1.393887E+01        -1.267022E-01
1.392635E+01        -1.263335E-01
1.391384E+01        -1.259723E-01
1.390134E+01        -1.256123E-01
1.388885E+01        -1.252435E-01
1.387637E+01        -1.248822E-01
1.386391E+01        -1.245224E-01
1.385145E+01        -1.241623E-01
1.383901E+01        -1.238112E-01
1.382658E+01        -1.234525E-01
1.381416E+01        -1.230926E-01
1.380175E+01        -1.227414E-01
1.378935E+01        -1.223826E-01
1.377696E+01        -1.220313E-01
1.376459E+01        -1.216816E-01
1.375222E+01        -1.213314E-01
1.373987E+01        -1.209816E-01
1.372753E+01        -1.206317E-01
1.371519E+01        -1.202815E-01
1.370287E+01        -1.199404E-01
1.369056E+01        -1.195916E-01
1.367827E+01        -1.192507E-01
1.366598E+01        -1.189018E-01
1.365370E+01        -1.185605E-01
1.364144E+01        -1.182207E-01
1.362918E+01        -1.178806E-01
1.361694E+01        -1.175407E-01
1.360471E+01        -1.172008E-01
1.359249E+01        -1.168609E-01
1.358028E+01        -1.165209E-01
1.356808E+01        -1.161898E-01
1.355589E+01        -1.158510E-01
1.354371E+01        -1.155197E-01
1.353154E+01        -1.151809E-01
1.351939E+01        -1.148498E-01
1.350724E+01        -1.145197E-01
1.349511E+01        -1.141899E-01
1.348299E+01        -1.138600E-01
1.347087E+01        -1.135298E-01
1.345877E+01        -1.132086E-01
1.344668E+01        -1.128799E-01
1.343460E+01        -1.125499E-01
1.342254E+01        -1.122290E-01
1.341048E+01        -1.119089E-01
1.339843E+01        -1.115801E-01
1.338639E+01        -1.112588E-01
1.337437E+01        -1.109390E-01
1.336236E+01        -1.106191E-01
1.335035E+01        -1.102990E-01
1.333836E+01        -1.099791E-01
1.332638E+01        -1.096680E-01
1.331441E+01        -1.093492E-01
1.330244E+01        -1.090290E-01
1.329050E+01        -1.087181E-01
1.327856E+01        -1.084081E-01
1.326663E+01        -1.080893E-01
1.325471E+01        -1.077780E-01
1.324280E+01        -1.074680E-01
1.323091E+01        -1.071582E-01
1.321902E+01        -1.068481E-01
1.320715E+01        -1.065383E-01
1.319528E+01        -1.062369E-01
1.318343E+01        -1.059283E-01
1.317159E+01        -1.056184E-01
1.315975E+01        -1.053170E-01
1.314793E+01        -1.050170E-01
1.313612E+01        -1.047083E-01
1.312432E+01        -1.044071E-01
1.311253E+01        -1.041072E-01
1.310075E+01        -1.038072E-01
1.308898E+01        -1.035072E-01
1.307723E+01        -1.032074E-01
1.306548E+01        -1.029074E-01
1.305374E+01        -1.026161E-01
1.304201E+01        -1.023173E-01
1.303030E+01        -1.020262E-01
1.301859E+01        -1.017273E-01
1.300690E+01        -1.014362E-01
1.299521E+01        -1.011461E-01
1.298354E+01        -1.008475E-01
1.297188E+01        -1.005564E-01
1.296022E+01        -1.002662E-01
1.294858E+01        -9.997981E-02
1.293695E+01        -9.969126E-02
1.292533E+01        -9.940407E-02
1.291372E+01        -9.911713E-02
1.290212E+01        -9.883105E-02
1.289053E+01        -9.854595E-02
1.287895E+01        -9.826098E-02
1.286738E+01        -9.797774E-02
1.285582E+01        -9.769474E-02
1.284427E+01        -9.741261E-02
1.283273E+01        -9.713146E-02
1.282120E+01        -9.685131E-02
1.280969E+01        -9.657152E-02
1.279818E+01        -9.629323E-02
1.278668E+01        -9.601518E-02
1.277520E+01        -9.573824E-02
1.276372E+01        -9.546117E-02
1.275225E+01        -9.518585E-02
1.274080E+01        -9.491101E-02
1.272935E+01        -9.463679E-02
1.271792E+01        -9.436381E-02
1.270649E+01        -9.409159E-02
1.269508E+01        -9.381972E-02
1.268367E+01        -9.354935E-02
1.267228E+01        -9.327947E-02
1.266090E+01        -9.300959E-02
1.264952E+01        -9.274121E-02
1.263816E+01        -9.247331E-02
1.262681E+01        -9.220628E-02
1.261546E+01        -9.194001E-02
1.260413E+01        -9.167497E-02
1.259281E+01        -9.141006E-02
1.258150E+01        -9.114601E-02
1.257019E+01        -9.088272E-02
1.255890E+01        -9.062067E-02
1.254762E+01        -9.035961E-02
1.253635E+01        -9.009868E-02
1.252509E+01        -8.983861E-02
1.251384E+01        -8.957867E-02
1.250259E+01        -8.932024E-02
1.249136E+01        -8.906229E-02
1.248014E+01        -8.880522E-02
1.246893E+01        -8.854827E-02
1.245773E+01        -8.829306E-02
1.244654E+01        -8.803811E-02
1.243536E+01        -8.778402E-02
1.242419E+01        -8.753007E-02
1.241303E+01        -8.727785E-02
1.240188E+01        -8.702590E-02
1.239073E+01        -8.677371E-02
1.237960E+01        -8.652350E-02
1.236848E+01        -8.627354E-02
1.235737E+01        -8.602445E-02
1.234627E+01        -8.577637E-02
1.233518E+01        -8.552841E-02
1.232410E+01        -8.528132E-02
1.231303E+01        -8.503524E-02
1.230197E+01        -8.478928E-02
1.229092E+01        -8.454420E-02
1.227988E+01        -8.430012E-02
1.226884E+01        -8.405682E-02
1.225782E+01        -8.381387E-02
1.224681E+01        -8.357179E-02
1.223581E+01        -8.333072E-02
1.222482E+01        -8.308978E-02
1.221384E+01        -8.284971E-02
1.220286E+01        -8.261043E-02
1.219190E+01        -8.237149E-02
1.218095E+01        -8.213430E-02
