# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# Baseline: O(e^2) non-log + O(e^2) log summed into col 2;
# O(e^3) in col 3. Loader sums col 2 + col 3.
# T (MeV)           P_int (e^2+e^3) [MeV^4] p^(2)   p^(3)
2.484255E+01        -6.058860E+02        +5.398729E+01
2.482024E+01        -6.037164E+02        +5.379332E+01
2.479794E+01        -6.015463E+02        +5.360025E+01
2.477566E+01        -5.993856E+02        +5.340819E+01
2.475341E+01        -5.972360E+02        +5.321626E+01
2.473117E+01        -5.950953E+02        +5.302614E+01
2.470895E+01        -5.929552E+02        +5.283518E+01
2.468676E+01        -5.908256E+02        +5.264615E+01
2.466458E+01        -5.887050E+02        +5.245714E+01
2.464242E+01        -5.865943E+02        +5.226813E+01
2.462029E+01        -5.844852E+02        +5.208110E+01
2.459817E+01        -5.823846E+02        +5.189409E+01
2.457607E+01        -5.802940E+02        +5.170803E+01
2.455400E+01        -5.782144E+02        +5.152210E+01
2.453194E+01        -5.761344E+02        +5.133705E+01
2.450990E+01        -5.740733E+02        +5.115299E+01
2.448789E+01        -5.720142E+02        +5.097002E+01
2.446589E+01        -5.699543E+02        +5.078702E+01
2.444391E+01        -5.679133E+02        +5.060402E+01
2.442195E+01        -5.658733E+02        +5.042291E+01
2.440001E+01        -5.638429E+02        +5.024192E+01
2.437809E+01        -5.618130E+02        +5.006187E+01
2.435619E+01        -5.598021E+02        +4.988189E+01
2.433431E+01        -5.577923E+02        +4.970285E+01
2.431245E+01        -5.557920E+02        +4.952481E+01
2.429061E+01        -5.537922E+02        +4.934683E+01
2.426879E+01        -5.518020E+02        +4.916980E+01
2.424699E+01        -5.498217E+02        +4.899377E+01
2.422521E+01        -5.478515E+02        +4.881780E+01
2.420345E+01        -5.458819E+02        +4.864277E+01
2.418171E+01        -5.439218E+02        +4.846781E+01
2.415998E+01        -5.419708E+02        +4.829371E+01
2.413828E+01        -5.400214E+02        +4.812070E+01
2.411660E+01        -5.380908E+02        +4.794775E+01
2.409493E+01        -5.361511E+02        +4.777566E+01
2.407329E+01        -5.342306E+02        +4.760466E+01
2.405166E+01        -5.323104E+02        +4.743364E+01
2.403006E+01        -5.304006E+02        +4.726365E+01
2.400847E+01        -5.285000E+02        +4.709364E+01
2.398690E+01        -5.266000E+02        +4.692458E+01
2.396535E+01        -5.247094E+02        +4.675652E+01
2.394383E+01        -5.228298E+02        +4.658861E+01
2.392232E+01        -5.209499E+02        +4.642156E+01
2.390083E+01        -5.190796E+02        +4.625457E+01
2.387936E+01        -5.172193E+02        +4.608854E+01
2.385791E+01        -5.153596E+02        +4.592350E+01
2.383647E+01        -5.135085E+02        +4.575846E+01
2.381506E+01        -5.116684E+02        +4.559444E+01
2.379367E+01        -5.098289E+02        +4.543048E+01
2.377229E+01        -5.079981E+02        +4.526740E+01
2.375094E+01        -5.061781E+02        +4.510539E+01
2.372960E+01        -5.043580E+02        +4.494338E+01
2.370829E+01        -5.025482E+02        +4.478239E+01
2.368699E+01        -5.007476E+02        +4.462138E+01
2.366571E+01        -4.989477E+02        +4.446133E+01
2.364445E+01        -4.971572E+02        +4.430134E+01
2.362321E+01        -4.953675E+02        +4.414230E+01
2.360199E+01        -4.935872E+02        +4.398426E+01
2.358079E+01        -4.918170E+02        +4.382630E+01
2.355960E+01        -4.900560E+02        +4.366920E+01
2.353844E+01        -4.882966E+02        +4.351225E+01
2.351730E+01        -4.865466E+02        +4.335624E+01
2.349617E+01        -4.847964E+02        +4.320022E+01
2.347506E+01        -4.830558E+02        +4.304516E+01
2.345397E+01        -4.813253E+02        +4.289110E+01
2.343291E+01        -4.795962E+02        +4.273718E+01
2.341186E+01        -4.778758E+02        +4.258414E+01
2.339082E+01        -4.761553E+02        +4.243109E+01
2.336981E+01        -4.744451E+02        +4.227906E+01
2.334882E+01        -4.727450E+02        +4.212710E+01
2.332784E+01        -4.710448E+02        +4.197602E+01
2.330689E+01        -4.693548E+02        +4.182508E+01
2.328595E+01        -4.676742E+02        +4.167501E+01
2.326503E+01        -4.659942E+02        +4.152595E+01
2.324413E+01        -4.643238E+02        +4.137696E+01
2.322325E+01        -4.626540E+02        +4.122798E+01
2.320239E+01        -4.609938E+02        +4.107995E+01
2.318155E+01        -4.593342E+02        +4.093292E+01
2.316072E+01        -4.576833E+02        +4.078590E+01
2.313992E+01        -4.560434E+02        +4.063989E+01
2.311913E+01        -4.544033E+02        +4.049389E+01
2.309836E+01        -4.527728E+02        +4.034883E+01
2.307761E+01        -4.511523E+02        +4.020384E+01
2.305688E+01        -4.495326E+02        +4.005886E+01
2.303617E+01        -4.479130E+02        +3.991577E+01
2.301548E+01        -4.463122E+02        +3.977281E+01
2.299480E+01        -4.447027E+02        +3.962979E+01
2.297414E+01        -4.431114E+02        +3.948772E+01
2.295351E+01        -4.415222E+02        +3.934579E+01
2.293289E+01        -4.399323E+02        +3.920474E+01
2.291229E+01        -4.383520E+02        +3.906376E+01
2.289170E+01        -4.367809E+02        +3.892366E+01
2.287114E+01        -4.352114E+02        +3.878370E+01
2.285059E+01        -4.336507E+02        +3.864462E+01
2.283007E+01        -4.320914E+02        +3.850568E+01
2.280956E+01        -4.305408E+02        +3.836762E+01
2.278907E+01        -4.290004E+02        +3.823058E+01
2.276860E+01        -4.274607E+02        +3.809267E+01
2.274814E+01        -4.259204E+02        +3.795651E+01
2.272771E+01        -4.243903E+02        +3.782056E+01
2.270729E+01        -4.228696E+02        +3.768455E+01
2.268689E+01        -4.213497E+02        +3.754949E+01
2.266651E+01        -4.198392E+02        +3.741450E+01
2.264615E+01        -4.183295E+02        +3.728046E+01
2.262581E+01        -4.168293E+02        +3.714650E+01
2.260548E+01        -4.153292E+02        +3.701342E+01
2.258518E+01        -4.138392E+02        +3.688047E+01
2.256489E+01        -4.123587E+02        +3.674748E+01
2.254462E+01        -4.108789E+02        +3.661637E+01
2.252436E+01        -4.093985E+02        +3.648439E+01
2.250413E+01        -4.079283E+02        +3.635337E+01
2.248391E+01        -4.064675E+02        +3.622329E+01
2.246372E+01        -4.050083E+02        +3.609335E+01
2.244354E+01        -4.035577E+02        +3.596336E+01
2.242338E+01        -4.021080E+02        +3.583432E+01
2.240323E+01        -4.006577E+02        +3.570623E+01
2.238311E+01        -3.992270E+02        +3.557827E+01
2.236300E+01        -3.977876E+02        +3.545027E+01
2.234291E+01        -3.963664E+02        +3.532321E+01
2.232284E+01        -3.949373E+02        +3.519623E+01
2.230279E+01        -3.935264E+02        +3.507019E+01
2.228275E+01        -3.921068E+02        +3.494417E+01
2.226274E+01        -3.907062E+02        +3.481823E+01
2.224274E+01        -3.892969E+02        +3.469317E+01
2.222276E+01        -3.879058E+02        +3.456912E+01
2.220279E+01        -3.865062E+02        +3.444509E+01
2.218285E+01        -3.851254E+02        +3.432114E+01
2.216292E+01        -3.837360E+02        +3.419807E+01
2.214301E+01        -3.823648E+02        +3.407601E+01
2.212312E+01        -3.809858E+02        +3.395310E+01
2.210325E+01        -3.796248E+02        +3.383200E+01
2.208339E+01        -3.782554E+02        +3.371005E+01
2.206355E+01        -3.768947E+02        +3.358898E+01
2.204373E+01        -3.755442E+02        +3.346893E+01
2.202393E+01        -3.741945E+02        +3.334802E+01
2.200415E+01        -3.728543E+02        +3.322893E+01
2.198438E+01        -3.715143E+02        +3.310992E+01
2.196463E+01        -3.701837E+02        +3.299092E+01
2.194490E+01        -3.688539E+02        +3.287194E+01
2.192519E+01        -3.675337E+02        +3.275391E+01
2.190549E+01        -3.662135E+02        +3.263683E+01
2.188581E+01        -3.648936E+02        +3.251983E+01
2.186615E+01        -3.635831E+02        +3.240284E+01
2.184651E+01        -3.622827E+02        +3.228680E+01
2.182688E+01        -3.609826E+02        +3.217079E+01
2.180728E+01        -3.596832E+02        +3.205577E+01
2.178769E+01        -3.583927E+02        +3.194078E+01
2.176811E+01        -3.571023E+02        +3.182575E+01
2.174856E+01        -3.558221E+02        +3.171172E+01
2.172902E+01        -3.545514E+02        +3.159772E+01
2.170950E+01        -3.532722E+02        +3.148466E+01
2.169000E+01        -3.520018E+02        +3.137168E+01
2.167052E+01        -3.507416E+02        +3.125872E+01
2.165105E+01        -3.494815E+02        +3.114664E+01
2.163160E+01        -3.482310E+02        +3.103465E+01
2.161217E+01        -3.469812E+02        +3.092360E+01
2.159275E+01        -3.457310E+02        +3.081258E+01
2.157336E+01        -3.444910E+02        +3.070164E+01
2.155398E+01        -3.432511E+02        +3.059158E+01
2.153461E+01        -3.420201E+02        +3.048154E+01
2.151527E+01        -3.407905E+02        +3.037251E+01
2.149594E+01        -3.395698E+02        +3.026351E+01
2.147663E+01        -3.383500E+02        +3.015452E+01
2.145734E+01        -3.371396E+02        +3.004648E+01
2.143806E+01        -3.359295E+02        +2.993846E+01
2.141881E+01        -3.347201E+02        +2.983145E+01
2.139956E+01        -3.335190E+02        +2.972441E+01
2.138034E+01        -3.323194E+02        +2.961744E+01
2.136113E+01        -3.311286E+02        +2.951136E+01
2.134195E+01        -3.299393E+02        +2.940542E+01
2.132277E+01        -3.287582E+02        +2.930032E+01
2.130362E+01        -3.275787E+02        +2.919535E+01
2.128448E+01        -3.263986E+02        +2.909035E+01
2.126536E+01        -3.252281E+02        +2.898536E+01
2.124626E+01        -3.240584E+02        +2.888132E+01
2.122717E+01        -3.228976E+02        +2.877824E+01
2.120810E+01        -3.217377E+02        +2.867524E+01
2.118905E+01        -3.205779E+02        +2.857226E+01
2.117002E+01        -3.194276E+02        +2.846929E+01
2.115100E+01        -3.182869E+02        +2.836722E+01
2.113200E+01        -3.171378E+02        +2.826523E+01
2.111302E+01        -3.160067E+02        +2.816419E+01
2.109405E+01        -3.148673E+02        +2.806318E+01
2.107510E+01        -3.137367E+02        +2.796218E+01
2.105617E+01        -3.126162E+02        +2.786213E+01
2.103725E+01        -3.114868E+02        +2.776212E+01
2.101836E+01        -3.103667E+02        +2.766217E+01
2.099948E+01        -3.092562E+02        +2.756311E+01
2.098061E+01        -3.081459E+02        +2.746409E+01
2.096176E+01        -3.070359E+02        +2.736509E+01
2.094293E+01        -3.059354E+02        +2.726703E+01
2.092412E+01        -3.048357E+02        +2.716905E+01
2.090532E+01        -3.037449E+02        +2.707197E+01
2.088654E+01        -3.026550E+02        +2.697498E+01
2.086778E+01        -3.015653E+02        +2.687800E+01
2.084904E+01        -3.004850E+02        +2.678104E+01
2.083031E+01        -2.994051E+02        +2.668498E+01
2.081159E+01        -2.983341E+02        +2.658987E+01
2.079290E+01        -2.972645E+02        +2.649398E+01
2.077422E+01        -2.961946E+02        +2.639891E+01
2.075556E+01        -2.951248E+02        +2.630393E+01
2.073691E+01        -2.940732E+02        +2.620984E+01
2.071829E+01        -2.930145E+02        +2.611589E+01
2.069967E+01        -2.919634E+02        +2.602186E+01
2.068108E+01        -2.909138E+02        +2.592882E+01
2.066250E+01        -2.898731E+02        +2.583582E+01
2.064394E+01        -2.888241E+02        +2.574284E+01
2.062539E+01        -2.877924E+02        +2.565075E+01
2.060687E+01        -2.867630E+02        +2.555880E+01
2.058835E+01        -2.857327E+02        +2.546676E+01
2.056986E+01        -2.847031E+02        +2.537572E+01
2.055138E+01        -2.836824E+02        +2.528472E+01
2.053292E+01        -2.826626E+02        +2.519374E+01
2.051447E+01        -2.816424E+02        +2.510273E+01
2.049605E+01        -2.806323E+02        +2.501270E+01
2.047763E+01        -2.796312E+02        +2.492360E+01
2.045924E+01        -2.786224E+02        +2.483371E+01
2.044086E+01        -2.776217E+02        +2.474464E+01
2.042250E+01        -2.766312E+02        +2.465566E+01
2.040415E+01        -2.756318E+02        +2.456757E+01
2.038582E+01        -2.746412E+02        +2.447958E+01
2.036751E+01        -2.736607E+02        +2.439160E+01
2.034921E+01        -2.726806E+02        +2.430359E+01
2.033093E+01        -2.717008E+02        +2.421652E+01
2.031267E+01        -2.707211E+02        +2.412955E+01
2.029442E+01        -2.697503E+02        +2.404347E+01
2.027619E+01        -2.687805E+02        +2.395748E+01
2.025798E+01        -2.678201E+02        +2.387059E+01
2.023978E+01        -2.668601E+02        +2.378544E+01
2.022160E+01        -2.659003E+02        +2.370045E+01
2.020343E+01        -2.649402E+02        +2.361452E+01
2.018528E+01        -2.639895E+02        +2.353037E+01
2.016715E+01        -2.630397E+02        +2.344546E+01
2.014903E+01        -2.620989E+02        +2.336138E+01
2.013093E+01        -2.611590E+02        +2.327739E+01
2.011285E+01        -2.602194E+02        +2.319434E+01
2.009478E+01        -2.592886E+02        +2.311134E+01
2.007673E+01        -2.583588E+02        +2.302835E+01
2.005870E+01        -2.574292E+02        +2.294539E+01
2.004068E+01        -2.564992E+02        +2.286331E+01
2.002267E+01        -2.555782E+02        +2.278129E+01
2.000469E+01        -2.546679E+02        +2.269933E+01
1.998672E+01        -2.537488E+02        +2.261734E+01
1.996876E+01        -2.528379E+02        +2.253624E+01
1.995082E+01        -2.519279E+02        +2.245617E+01
1.993290E+01        -2.510273E+02        +2.237526E+01
1.991500E+01        -2.501277E+02        +2.229522E+01
1.989711E+01        -2.492279E+02        +2.221523E+01
1.987923E+01        -2.483369E+02        +2.213521E+01
1.986137E+01        -2.474377E+02        +2.205613E+01
1.984353E+01        -2.465563E+02        +2.197622E+01
1.982571E+01        -2.456675E+02        +2.189810E+01
1.980790E+01        -2.447868E+02        +2.181918E+01
1.979010E+01        -2.439066E+02        +2.174109E+01
1.977232E+01        -2.430266E+02        +2.166308E+01
1.975456E+01        -2.421560E+02        +2.158510E+01
1.973682E+01        -2.412864E+02        +2.150805E+01
1.971909E+01        -2.404257E+02        +2.143014E+01
1.970137E+01        -2.395563E+02        +2.135396E+01
1.968368E+01        -2.386960E+02        +2.127709E+01
1.966599E+01        -2.378450E+02        +2.120098E+01
1.964833E+01        -2.369862E+02        +2.112409E+01
1.963068E+01        -2.361355E+02        +2.104895E+01
1.961304E+01        -2.352946E+02        +2.097301E+01
1.959542E+01        -2.344454E+02        +2.089793E+01
1.957782E+01        -2.336049E+02        +2.082295E+01
1.956023E+01        -2.327648E+02        +2.074795E+01
1.954266E+01        -2.319250E+02        +2.067388E+01
1.952511E+01        -2.310946E+02        +2.059899E+01
1.950757E+01        -2.302646E+02        +2.052584E+01
1.949004E+01        -2.294345E+02        +2.045190E+01
1.947253E+01        -2.286137E+02        +2.037882E+01
1.945504E+01        -2.277939E+02        +2.030492E+01
1.943757E+01        -2.269743E+02        +2.023279E+01
1.942010E+01        -2.261632E+02        +2.015984E+01
1.940266E+01        -2.253536E+02        +2.008779E+01
1.938523E+01        -2.245437E+02        +2.001580E+01
1.936782E+01        -2.237339E+02        +1.994382E+01
1.935042E+01        -2.229332E+02        +1.987182E+01
1.933303E+01        -2.221329E+02        +1.980072E+01
1.931567E+01        -2.213334E+02        +1.972976E+01
1.929832E+01        -2.205427E+02        +1.965877E+01
1.928098E+01        -2.197435E+02        +1.958868E+01
1.926366E+01        -2.189619E+02        +1.951777E+01
1.924635E+01        -2.181726E+02        +1.944767E+01
1.922906E+01        -2.173919E+02        +1.937768E+01
1.921179E+01        -2.166121E+02        +1.930862E+01
1.919453E+01        -2.158322E+02        +1.923962E+01
1.917729E+01        -2.150524E+02        +1.917064E+01
