# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# T (MeV)           d^2P_int/dT^2 (e^4) [MeV^2]
1.980790E+01        -6.305271E-02
1.979010E+01        -6.292868E-02
1.977232E+01        -6.280560E-02
1.975456E+01        -6.268263E-02
1.973682E+01        -6.255968E-02
1.971909E+01        -6.243669E-02
1.970137E+01        -6.231458E-02
1.968368E+01        -6.219265E-02
1.966599E+01        -6.206969E-02
1.964833E+01        -6.194858E-02
1.963068E+01        -6.182668E-02
1.961304E+01        -6.170557E-02
1.959542E+01        -6.158458E-02
1.957782E+01        -6.146361E-02
1.956023E+01        -6.134352E-02
1.954266E+01        -6.122262E-02
1.952511E+01        -6.110259E-02
1.950757E+01        -6.098260E-02
1.949004E+01        -6.086349E-02
1.947253E+01        -6.074357E-02
1.945504E+01        -6.062452E-02
1.943757E+01        -6.050558E-02
1.942010E+01        -6.038653E-02
1.940266E+01        -6.026850E-02
1.938523E+01        -6.015051E-02
1.936782E+01        -6.003255E-02
1.935042E+01        -5.991455E-02
1.933303E+01        -5.979651E-02
1.931567E+01        -5.967949E-02
1.929832E+01        -5.956251E-02
1.928098E+01        -5.944550E-02
1.926366E+01        -5.932851E-02
1.924635E+01        -5.921241E-02
1.922906E+01        -5.909641E-02
1.921179E+01        -5.898045E-02
1.919453E+01        -5.886445E-02
1.917729E+01        -5.874940E-02
1.916006E+01        -5.863439E-02
1.914285E+01        -5.851850E-02
1.912565E+01        -5.840432E-02
1.910847E+01        -5.828942E-02
1.909131E+01        -5.817539E-02
1.907416E+01        -5.806048E-02
1.905702E+01        -5.794729E-02
1.903990E+01        -5.783338E-02
1.902280E+01        -5.771942E-02
1.900571E+01        -5.760634E-02
1.898864E+01        -5.749337E-02
1.897158E+01        -5.738036E-02
1.895454E+01        -5.726739E-02
1.893751E+01        -5.715530E-02
1.892050E+01        -5.704333E-02
1.890350E+01        -5.693131E-02
1.888652E+01        -5.681933E-02
1.886956E+01        -5.670830E-02
1.885260E+01        -5.659634E-02
1.883567E+01        -5.648530E-02
1.881875E+01        -5.637431E-02
1.880184E+01        -5.626421E-02
1.878495E+01        -5.615330E-02
1.876808E+01        -5.604326E-02
1.875122E+01        -5.593327E-02
1.873437E+01        -5.582325E-02
1.871755E+01        -5.571423E-02
1.870073E+01        -5.560429E-02
1.868393E+01        -5.549521E-02
1.866715E+01        -5.538625E-02
1.865038E+01        -5.527817E-02
1.863362E+01        -5.516923E-02
1.861689E+01        -5.506121E-02
1.860016E+01        -5.495318E-02
1.858345E+01        -5.484518E-02
1.856676E+01        -5.473722E-02
1.855008E+01        -5.463014E-02
1.853342E+01        -5.452226E-02
1.851677E+01        -5.441518E-02
1.850013E+01        -5.430906E-02
1.848351E+01        -5.420215E-02
1.846691E+01        -5.409610E-02
1.845032E+01        -5.398919E-02
1.843375E+01        -5.388314E-02
1.841719E+01        -5.377715E-02
1.840064E+01        -5.367204E-02
1.838411E+01        -5.356705E-02
1.836760E+01        -5.346118E-02
1.835110E+01        -5.335610E-02
1.833461E+01        -5.325199E-02
1.831814E+01        -5.314709E-02
1.830169E+01        -5.304305E-02
1.828525E+01        -5.293815E-02
1.826882E+01        -5.283496E-02
1.825241E+01        -5.273107E-02
1.823601E+01        -5.262705E-02
1.821963E+01        -5.252399E-02
1.820327E+01        -5.242104E-02
1.818691E+01        -5.231800E-02
1.817058E+01        -5.221506E-02
1.815425E+01        -5.211203E-02
1.813794E+01        -5.200994E-02
1.812165E+01        -5.190797E-02
1.810537E+01        -5.180598E-02
1.808911E+01        -5.170401E-02
1.807286E+01        -5.160293E-02
1.805662E+01        -5.150100E-02
1.804040E+01        -5.139993E-02
1.802420E+01        -5.129897E-02
1.800800E+01        -5.119884E-02
1.799183E+01        -5.109798E-02
1.797567E+01        -5.099792E-02
1.795952E+01        -5.089792E-02
1.794338E+01        -5.079788E-02
1.792727E+01        -5.069795E-02
1.791116E+01        -5.059792E-02
1.789507E+01        -5.049884E-02
1.787900E+01        -5.039898E-02
1.786294E+01        -5.030081E-02
1.784689E+01        -5.020189E-02
1.783086E+01        -5.010291E-02
1.781484E+01        -5.000482E-02
1.779884E+01        -4.990594E-02
1.778285E+01        -4.980785E-02
1.776687E+01        -4.971074E-02
1.775091E+01        -4.961284E-02
1.773497E+01        -4.951489E-02
1.771903E+01        -4.941776E-02
1.770312E+01        -4.932081E-02
1.768721E+01        -4.922378E-02
1.767132E+01        -4.912678E-02
1.765545E+01        -4.903073E-02
1.763959E+01        -4.893474E-02
1.762374E+01        -4.883781E-02
1.760791E+01        -4.874174E-02
1.759210E+01        -4.864670E-02
1.757629E+01        -4.855076E-02
1.756050E+01        -4.845568E-02
1.754473E+01        -4.835981E-02
1.752897E+01        -4.826564E-02
1.751322E+01        -4.817072E-02
1.749749E+01        -4.807574E-02
1.748177E+01        -4.798165E-02
1.746607E+01        -4.788678E-02
1.745038E+01        -4.779269E-02
1.743470E+01        -4.769868E-02
1.741904E+01        -4.760470E-02
1.740339E+01        -4.751160E-02
1.738776E+01        -4.741863E-02
1.737214E+01        -4.732473E-02
1.735653E+01        -4.723163E-02
1.734094E+01        -4.713864E-02
1.732536E+01        -4.704655E-02
1.730980E+01        -4.695367E-02
1.729425E+01        -4.686158E-02
1.727871E+01        -4.676957E-02
1.726319E+01        -4.667759E-02
1.724768E+01        -4.658558E-02
1.723219E+01        -4.649452E-02
1.721671E+01        -4.640263E-02
1.720124E+01        -4.631152E-02
1.718579E+01        -4.622054E-02
1.717035E+01        -4.612954E-02
1.715493E+01        -4.603948E-02
1.713952E+01        -4.594859E-02
1.712412E+01        -4.585848E-02
1.710874E+01        -4.576851E-02
1.709337E+01        -4.567851E-02
1.707801E+01        -4.558849E-02
1.706267E+01        -4.549851E-02
1.704735E+01        -4.540947E-02
1.703203E+01        -4.531954E-02
1.701673E+01        -4.523045E-02
1.700144E+01        -4.514144E-02
1.698617E+01        -4.505337E-02
1.697091E+01        -4.496447E-02
1.695567E+01        -4.487641E-02
1.694044E+01        -4.478752E-02
1.692522E+01        -4.469942E-02
1.691001E+01        -4.461140E-02
1.689482E+01        -4.452432E-02
1.687965E+01        -4.443646E-02
1.686448E+01        -4.434933E-02
1.684933E+01        -4.426234E-02
1.683420E+01        -4.417538E-02
1.681908E+01        -4.408841E-02
1.680397E+01        -4.400141E-02
1.678887E+01        -4.391529E-02
1.677379E+01        -4.382841E-02
1.675872E+01        -4.374231E-02
1.674367E+01        -4.365634E-02
1.672863E+01        -4.357036E-02
1.671360E+01        -4.348526E-02
1.669858E+01        -4.339933E-02
1.668358E+01        -4.331424E-02
1.666860E+01        -4.322839E-02
1.665362E+01        -4.314327E-02
1.663866E+01        -4.305918E-02
1.662372E+01        -4.297432E-02
1.660878E+01        -4.288929E-02
1.659386E+01        -4.280520E-02
1.657896E+01        -4.272125E-02
1.656406E+01        -4.263722E-02
1.654918E+01        -4.255323E-02
1.653432E+01        -4.246927E-02
1.651946E+01        -4.238614E-02
1.650462E+01        -4.230225E-02
1.648980E+01        -4.221919E-02
1.647498E+01        -4.213616E-02
1.646018E+01        -4.205317E-02
1.644540E+01        -4.197021E-02
1.643062E+01        -4.188808E-02
1.641587E+01        -4.180615E-02
1.640112E+01        -4.172324E-02
1.638639E+01        -4.164116E-02
1.637166E+01        -4.155912E-02
1.635696E+01        -4.147716E-02
1.634226E+01        -4.139604E-02
1.632758E+01        -4.131505E-02
1.631292E+01        -4.123320E-02
1.629826E+01        -4.115207E-02
1.628362E+01        -4.107109E-02
1.626899E+01        -4.099008E-02
1.625438E+01        -4.091002E-02
1.623978E+01        -4.082913E-02
1.622519E+01        -4.074903E-02
1.621061E+01        -4.066901E-02
1.619605E+01        -4.058903E-02
1.618150E+01        -4.050904E-02
1.616697E+01        -4.042908E-02
1.615244E+01        -4.034995E-02
1.613793E+01        -4.027006E-02
1.612344E+01        -4.019100E-02
1.610895E+01        -4.011198E-02
1.609448E+01        -4.003299E-02
1.608002E+01        -3.995399E-02
1.606558E+01        -3.987502E-02
1.605115E+01        -3.979694E-02
1.603673E+01        -3.971894E-02
1.602232E+01        -3.964093E-02
1.600793E+01        -3.956205E-02
1.599355E+01        -3.948486E-02
1.597918E+01        -3.940695E-02
1.596483E+01        -3.932899E-02
1.595048E+01        -3.925184E-02
1.593616E+01        -3.917490E-02
1.592184E+01        -3.909788E-02
1.590754E+01        -3.902091E-02
1.589325E+01        -3.894391E-02
1.587897E+01        -3.886691E-02
1.586471E+01        -3.879083E-02
1.585045E+01        -3.871390E-02
1.583622E+01        -3.863785E-02
1.582199E+01        -3.856184E-02
1.580778E+01        -3.848586E-02
1.579358E+01        -3.840987E-02
1.577939E+01        -3.833476E-02
1.576521E+01        -3.825885E-02
1.575105E+01        -3.818376E-02
1.573690E+01        -3.810877E-02
1.572277E+01        -3.803381E-02
1.570864E+01        -3.795878E-02
1.569453E+01        -3.788380E-02
1.568043E+01        -3.780970E-02
1.566635E+01        -3.773484E-02
1.565227E+01        -3.766071E-02
1.563821E+01        -3.758672E-02
1.562416E+01        -3.751271E-02
1.561013E+01        -3.743875E-02
1.559611E+01        -3.736477E-02
1.558210E+01        -3.729168E-02
1.556810E+01        -3.721778E-02
1.555411E+01        -3.714465E-02
1.554014E+01        -3.707167E-02
1.552618E+01        -3.699868E-02
1.551223E+01        -3.692567E-02
1.549830E+01        -3.685271E-02
1.548438E+01        -3.678062E-02
1.547047E+01        -3.670773E-02
1.545657E+01        -3.663562E-02
1.544268E+01        -3.656360E-02
1.542881E+01        -3.649162E-02
1.541495E+01        -3.641963E-02
1.540110E+01        -3.634762E-02
1.538727E+01        -3.627655E-02
1.537345E+01        -3.620468E-02
1.535964E+01        -3.613358E-02
1.534584E+01        -3.606257E-02
1.533205E+01        -3.599156E-02
1.531828E+01        -3.592058E-02
1.530452E+01        -3.584959E-02
1.529077E+01        -3.577859E-02
1.527703E+01        -3.570847E-02
1.526331E+01        -3.563849E-02
1.524960E+01        -3.556851E-02
1.523590E+01        -3.549762E-02
1.522221E+01        -3.542839E-02
1.520854E+01        -3.535853E-02
1.519488E+01        -3.528855E-02
1.518123E+01        -3.521944E-02
1.516759E+01        -3.514955E-02
1.515396E+01        -3.508042E-02
1.514035E+01        -3.501144E-02
1.512675E+01        -3.494245E-02
1.511316E+01        -3.487345E-02
1.509959E+01        -3.480449E-02
1.508602E+01        -3.473636E-02
1.507247E+01        -3.466749E-02
1.505893E+01        -3.459939E-02
1.504540E+01        -3.453138E-02
1.503189E+01        -3.446342E-02
1.501838E+01        -3.439539E-02
1.500489E+01        -3.432740E-02
1.499141E+01        -3.426030E-02
1.497795E+01        -3.419245E-02
1.496449E+01        -3.412532E-02
1.495105E+01        -3.405745E-02
1.493762E+01        -3.399035E-02
1.492420E+01        -3.392335E-02
1.491079E+01        -3.385634E-02
1.489740E+01        -3.379026E-02
1.488401E+01        -3.372334E-02
1.487064E+01        -3.365724E-02
1.485729E+01        -3.359129E-02
1.484394E+01        -3.352439E-02
1.483060E+01        -3.345826E-02
1.481728E+01        -3.339228E-02
1.480397E+01        -3.332718E-02
1.479067E+01        -3.326129E-02
1.477739E+01        -3.319533E-02
1.476411E+01        -3.313020E-02
1.475085E+01        -3.306433E-02
1.473760E+01        -3.299923E-02
1.472436E+01        -3.293423E-02
1.471113E+01        -3.286922E-02
1.469792E+01        -3.280514E-02
1.468471E+01        -3.274023E-02
1.467152E+01        -3.267524E-02
1.465834E+01        -3.261113E-02
1.464517E+01        -3.254713E-02
1.463202E+01        -3.248317E-02
1.461887E+01        -3.241914E-02
1.460574E+01        -3.235516E-02
1.459262E+01        -3.229117E-02
1.457951E+01        -3.222717E-02
1.456641E+01        -3.216405E-02
1.455333E+01        -3.210020E-02
1.454026E+01        -3.203711E-02
1.452719E+01        -3.197407E-02
1.451414E+01        -3.191108E-02
1.450111E+01        -3.184813E-02
1.448808E+01        -3.178511E-02
1.447506E+01        -3.172298E-02
1.446206E+01        -3.166012E-02
1.444907E+01        -3.159802E-02
1.443609E+01        -3.153514E-02
1.442312E+01        -3.147302E-02
1.441017E+01        -3.141106E-02
1.439722E+01        -3.134904E-02
1.438429E+01        -3.128706E-02
1.437137E+01        -3.122596E-02
1.435846E+01        -3.116408E-02
1.434556E+01        -3.110297E-02
1.433267E+01        -3.104107E-02
1.431980E+01        -3.097999E-02
1.430693E+01        -3.091897E-02
1.429408E+01        -3.085798E-02
1.428124E+01        -3.079699E-02
1.426841E+01        -3.073599E-02
1.425559E+01        -3.067587E-02
1.424279E+01        -3.061502E-02
1.422999E+01        -3.055489E-02
1.421721E+01        -3.049491E-02
1.420444E+01        -3.043404E-02
1.419168E+01        -3.037393E-02
1.417893E+01        -3.031481E-02
1.416619E+01        -3.025492E-02
1.415347E+01        -3.019495E-02
1.414075E+01        -3.013582E-02
1.412805E+01        -3.007595E-02
1.411536E+01        -3.001685E-02
1.410268E+01        -2.995785E-02
1.409001E+01        -2.989885E-02
1.407735E+01        -2.983985E-02
1.406470E+01        -2.978083E-02
1.405207E+01        -2.972186E-02
1.403945E+01        -2.966288E-02
1.402684E+01        -2.960478E-02
1.401423E+01        -2.954586E-02
1.400165E+01        -2.948779E-02
1.398907E+01        -2.942978E-02
1.397650E+01        -2.937178E-02
1.396395E+01        -2.931381E-02
1.395140E+01        -2.925578E-02
1.393887E+01        -2.919780E-02
1.392635E+01        -2.914070E-02
1.391384E+01        -2.908282E-02
1.390134E+01        -2.902571E-02
1.388885E+01        -2.896870E-02
1.387637E+01        -2.891169E-02
1.386391E+01        -2.885472E-02
1.385145E+01        -2.879770E-02
1.383901E+01        -2.874072E-02
1.382658E+01        -2.868373E-02
1.381416E+01        -2.862762E-02
1.380175E+01        -2.857075E-02
1.378935E+01        -2.851463E-02
1.377696E+01        -2.845774E-02
1.376459E+01        -2.840165E-02
1.375222E+01        -2.834563E-02
1.373987E+01        -2.828966E-02
1.372753E+01        -2.823368E-02
1.371519E+01        -2.817852E-02
1.370287E+01        -2.812265E-02
1.369056E+01        -2.806754E-02
1.367827E+01        -2.801170E-02
1.366598E+01        -2.795657E-02
1.365370E+01        -2.790156E-02
1.364144E+01        -2.784659E-02
1.362918E+01        -2.779157E-02
1.361694E+01        -2.773659E-02
1.360471E+01        -2.768161E-02
1.359249E+01        -2.762662E-02
1.358028E+01        -2.757251E-02
1.356808E+01        -2.751851E-02
1.355589E+01        -2.746363E-02
1.354371E+01        -2.740950E-02
1.353154E+01        -2.735549E-02
1.351939E+01        -2.730152E-02
1.350724E+01        -2.724750E-02
1.349511E+01        -2.719353E-02
1.348299E+01        -2.714042E-02
1.347087E+01        -2.708651E-02
1.345877E+01        -2.703252E-02
1.344668E+01        -2.697941E-02
1.343460E+01        -2.692641E-02
1.342254E+01        -2.687345E-02
1.341048E+01        -2.682045E-02
1.339843E+01        -2.676744E-02
1.338639E+01        -2.671443E-02
1.337437E+01        -2.666146E-02
1.336236E+01        -2.660936E-02
1.335035E+01        -2.655646E-02
1.333836E+01        -2.650435E-02
1.332638E+01        -2.645149E-02
1.331441E+01        -2.639938E-02
1.330244E+01        -2.634734E-02
1.329050E+01        -2.629539E-02
1.327856E+01        -2.624339E-02
1.326663E+01        -2.619139E-02
1.325471E+01        -2.613939E-02
1.324280E+01        -2.608825E-02
1.323091E+01        -2.603641E-02
1.321902E+01        -2.598527E-02
1.320715E+01        -2.593342E-02
1.319528E+01        -2.588228E-02
1.318343E+01        -2.583130E-02
1.317159E+01        -2.578032E-02
1.315975E+01        -2.572929E-02
1.314793E+01        -2.567918E-02
1.313612E+01        -2.562831E-02
1.312432E+01        -2.557732E-02
1.311253E+01        -2.552720E-02
1.310075E+01        -2.547632E-02
1.308898E+01        -2.542620E-02
1.307723E+01        -2.537624E-02
1.306548E+01        -2.532623E-02
1.305374E+01        -2.527622E-02
1.304201E+01        -2.522621E-02
1.303030E+01        -2.517624E-02
1.301859E+01        -2.512623E-02
1.300690E+01        -2.507625E-02
1.299521E+01        -2.502711E-02
1.298354E+01        -2.497813E-02
1.297188E+01        -2.492827E-02
1.296022E+01        -2.487912E-02
1.294858E+01        -2.483014E-02
1.293695E+01        -2.478115E-02
1.292533E+01        -2.473216E-02
1.291372E+01        -2.468317E-02
1.290212E+01        -2.463418E-02
1.289053E+01        -2.458606E-02
1.287895E+01        -2.453719E-02
1.286738E+01        -2.448819E-02
1.285582E+01        -2.444006E-02
1.284427E+01        -2.439206E-02
1.283273E+01        -2.434406E-02
1.282120E+01        -2.429518E-02
1.280969E+01        -2.424709E-02
1.279818E+01        -2.419909E-02
1.278668E+01        -2.415195E-02
1.277520E+01        -2.410411E-02
1.276372E+01        -2.405610E-02
1.275225E+01        -2.400896E-02
1.274080E+01        -2.396111E-02
1.272935E+01        -2.391397E-02
1.271792E+01        -2.386700E-02
1.270649E+01        -2.381998E-02
1.269508E+01        -2.377213E-02
1.268367E+01        -2.372586E-02
1.267228E+01        -2.367900E-02
1.266090E+01        -2.363202E-02
1.264952E+01        -2.358500E-02
1.263816E+01        -2.353889E-02
1.262681E+01        -2.349204E-02
1.261546E+01        -2.344588E-02
1.260413E+01        -2.339903E-02
1.259281E+01        -2.335291E-02
1.258150E+01        -2.330693E-02
1.257019E+01        -2.326090E-02
1.255890E+01        -2.321491E-02
1.254762E+01        -2.316893E-02
1.253635E+01        -2.312294E-02
1.252509E+01        -2.307695E-02
1.251384E+01        -2.303183E-02
1.250259E+01        -2.298593E-02
1.249136E+01        -2.294081E-02
1.248014E+01        -2.289582E-02
1.246893E+01        -2.284996E-02
1.245773E+01        -2.280484E-02
1.244654E+01        -2.275984E-02
1.243536E+01        -2.271485E-02
1.242419E+01        -2.266986E-02
1.241303E+01        -2.262487E-02
1.240188E+01        -2.258075E-02
1.239073E+01        -2.253584E-02
1.237960E+01        -2.249085E-02
1.236848E+01        -2.244673E-02
1.235737E+01        -2.240187E-02
1.234627E+01        -2.235774E-02
1.233518E+01        -2.231375E-02
1.232410E+01        -2.226976E-02
1.231303E+01        -2.222577E-02
1.230197E+01        -2.218178E-02
1.229092E+01        -2.213779E-02
1.227988E+01        -2.209379E-02
1.226884E+01        -2.205063E-02
1.225782E+01        -2.200677E-02
1.224681E+01        -2.196365E-02
1.223581E+01        -2.191979E-02
1.222482E+01        -2.187667E-02
1.221384E+01        -2.183282E-02
1.220286E+01        -2.178966E-02
1.219190E+01        -2.174667E-02
1.218095E+01        -2.170368E-02
